"player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","idp_solo","idp_solo_sd","idp_sack","idp_sack_sd","idp_int","idp_int_sd","idp_pd","idp_pd_sd","idp_td","idp_td_sd","birthdate","draft_year","injury_status","injury_details","season_year","week"
"Dylan Laube","LVR","RB","16613","weighted",NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-12-14,2024,NA,NA,NA,NA
"Velus Jones","NO","RB","15767","weighted",NA,NA,NA,NA,NA,NA,20.85,NA,0.17,NA,0,NA,NA,NA,NA,NA,26.57,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-05-11,2022,NA,NA,NA,NA
"Sione Vaki","DET","RB","16678","weighted",NA,NA,NA,NA,NA,NA,10.0770416024653,14.142135623731,0,0,0,0,NA,NA,NA,NA,10.0770416024653,14.142135623731,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-07-30,2024,"O","Hamstring",2025,0
"Reggie Gilliam","BUF","RB","15103","weighted",NA,NA,NA,NA,NA,NA,10.0770416024653,14.142135623731,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
"C.J. Ham","MIN","RB","12923","weighted",NA,NA,NA,NA,NA,NA,7.51863041289023,8.12660360771496,0.758710976837865,1.11146053181057,0,0,NA,NA,NA,NA,20.2376636455186,17.2911797537331,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993-07-22,2016,NA,"Undisclosed",2025,0
"Andrew Beck","NYJ","RB","14319","weighted",NA,NA,NA,NA,NA,NA,2.67683786505539,2.51707145135354,0.705820745216516,1.15437989303887,0,0,NA,NA,NA,NA,14.4051359516616,8.28510534760482,0.359395770392749,0.571664209432217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,NA,NA,NA,NA
"Michael Burton","DEN","RB","12325","weighted",NA,NA,NA,NA,NA,NA,2.01540832049307,2.82842712474619,0.352696456086287,0.494974746830583,0,0,NA,NA,NA,NA,20.6579352850539,28.9913780286484,0.100770416024653,0.14142135623731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992-02-01,2015,"IR","Hamstring",2025,0
"Justin Jefferson","MIN","WR","14836","weighted",NA,NA,NA,NA,NA,NA,1.27572889057175,3.41655898265786,0,0,0.373116243847028,0.311394477377182,NA,NA,NA,NA,1501.73648617948,142.757459880281,9.82215070049224,1.7148939845619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
"Ja'Marr Chase","CIN","WR","15281","weighted",NA,NA,NA,NA,NA,NA,13.2286397198031,9.0299698845285,0,0,0.373116243847028,0.311394477377182,NA,NA,NA,NA,1587.45182885271,78.0801000862715,13.1029761453995,2.13679438757091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,NA,NA,NA,NA
"Puka Nacua","LAR","WR","16211","weighted",NA,NA,NA,NA,NA,NA,61.4951088602802,16.7605247475574,0.53196595153498,0.44709071163769,0.373116243847028,0.311394477377182,NA,NA,NA,NA,1404.85548655812,120.685958736994,6.98400605831125,1.09032512153768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-05-29,2023,NA,NA,NA,NA
"CeeDee Lamb","DAL","WR","14832","weighted",NA,NA,NA,NA,NA,NA,53.993381294964,29.3480324889011,0.431810393790231,0.467482347040044,1.08374668686104,0.0933899166813356,NA,NA,NA,NA,1415.68675501704,76.5179807969078,8.93163953048088,1.29115463277212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
"Malik Nabers","NYG","WR","16615","weighted",NA,NA,NA,NA,NA,NA,12.856124574025,12.6808762620051,0,0,0.373116243847028,0.311394477377182,NA,NA,NA,NA,1358.31138962514,99.6622756836692,9.22940552820901,2.66736408391986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-07-28,2024,NA,NA,NA,NA
"Brian Thomas Jr.","JAC","WR","16618","weighted",NA,NA,NA,NA,NA,NA,30.7506105641802,16.1865255541908,0,0,0.373116243847028,0.311394477377182,NA,NA,NA,NA,1327.57568345324,118.602709320613,9.74305187429004,2.33214902941625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-10-08,2024,NA,NA,NA,NA
"Drake London","ATL","WR","15751","weighted",NA,NA,NA,NA,NA,NA,1.27534483691242,4.09709597823505,0,0,0.373116243847028,0.311394477377182,NA,NA,NA,NA,1269.62018932223,110.199003326812,8.51229079893979,2.06199347277798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-07-24,2022,NA,NA,NA,NA
"Amon-Ra St. Brown","DET","WR","15287","weighted",NA,NA,NA,NA,NA,NA,12.9042313517607,10.6203129110308,0.00329961594634067,0.0064391713324575,0.928634986747444,0.0619457841999954,NA,NA,NA,NA,1307.02227943961,83.5232408332086,9.33823551684968,1.20043394785501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,NA,NA,NA,NA
"A.J. Brown","PHI","WR","14104","weighted",NA,NA,NA,NA,NA,NA,0,0,0,0,0.726789095039758,0.330820590654013,NA,NA,NA,NA,1247.12633093525,117.099004660161,8.59399469897766,1.11169132008115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA
"Nico Collins","HOU","WR","15290","weighted",NA,NA,NA,NA,NA,NA,2.4288418888949,2.51136438155138,0.0366149185914426,0.0677002049799125,0.357582355168497,0.310128010347687,NA,NA,NA,NA,1342.689965922,62.7057355725144,9.72948125709958,1.88815031685936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,NA,NA,NA,NA
"Ladd McConkey","LAC","WR","16627","weighted",NA,NA,NA,NA,NA,NA,1.30599880997458,2.3767746383854,0,0,0.388650132525559,0.313193298026728,NA,NA,NA,NA,1221.32728511927,93.4798816592259,7.73167739492617,1.56807160532198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA
"Tyreek Hill","MIA","WR","12801","weighted",NA,NA,NA,NA,NA,NA,40.0735105073836,7.97798639864798,0.0368240705944467,0.0692602474087735,0.51269405528209,0.270422577452539,NA,NA,NA,NA,1188.1026959485,62.8573243316823,7.96667171525937,0.805478579831784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-03-01,2016,NA,NA,NA,NA
"Jaxon Smith-Njigba","SEA","WR","16185","weighted",NA,NA,NA,NA,NA,NA,22.7131247633472,16.7302469989194,0,0,0.373116243847028,0.311394477377182,NA,NA,NA,NA,1143.24818629307,89.5483249980268,6.93172283226051,1.19827384989382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-02-14,2023,NA,NA,NA,NA
"Jerry Jeudy","CLE","WR","14833","weighted",NA,NA,NA,NA,NA,NA,2.99464488559528,6.22186286825367,0,0,0.428947368421053,0.285686558062976,NA,NA,NA,NA,1132.73078379402,109.910181361597,4.49974252177206,1.1745559745977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
"Davante Adams","LAR","WR","11675","weighted",NA,NA,NA,NA,NA,NA,2.7461188943582,5.07751537349344,0,0,0.357582355168497,0.310128010347687,NA,NA,NA,NA,1102.70607345702,115.623980714847,8.3969405528209,1.21722841939472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992-12-24,2014,NA,NA,NA,NA
"Terry McLaurin","WAS","WR","14109","weighted",NA,NA,NA,NA,NA,NA,4.62314464218099,5.32460702359368,0,0,0.816972737599394,0.185562013871531,NA,NA,NA,NA,1116.3588262022,80.7412268331692,9.06001514577811,1.98310946797081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,NA,NA,NA,NA
"Tee Higgins","CIN","WR","14835","weighted",NA,NA,NA,NA,NA,NA,0.54922377887164,1.01550307469869,0,0,0.900719424460432,0.0926231605514874,NA,NA,NA,NA,1118.34101476713,121.230334911906,9.32804240817872,1.47358324561047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
"Travis Hunter","JAC","WR","17074","weighted",NA,NA,NA,NA,NA,NA,27.5239771866717,28.9796527085512,0.213921133769676,0.343336430004105,1.14293828095418,0.411768501603767,NA,NA,NA,NA,1003.00414237031,114.756279408187,5.85341915940931,1.06842434780277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-05-18,2025,NA,NA,NA,NA
"D.J. Moore","CHI","WR","13635","weighted",NA,NA,NA,NA,NA,NA,54.9692251987883,8.26178341741038,0.131628189438447,0.190582119101365,1.15195948504354,0.18888233098671,NA,NA,NA,NA,1054.79159409315,77.9892152007277,6.58229458538432,0.952920904182283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-04-14,2018,NA,NA,NA,NA
"Tetairoa McMillan","CAR","WR","17071","weighted",NA,NA,NA,NA,NA,NA,8.97468491372316,8.92924771976,0,0,1.17708254449072,0.4126603776022,NA,NA,NA,NA,1047.52116622491,106.120134866633,6.80521014767134,0.844797547238412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-04-05,2025,NA,NA,NA,NA
"Courtland Sutton","DEN","WR","13630","weighted",NA,NA,NA,NA,NA,NA,0.932904202953427,1.69795128473194,0,0,0.984466111321469,0.0129688790775654,NA,NA,NA,NA,1060.09453994699,85.1674996031663,8.1025823551685,0.90534339420703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-10-10,2018,NA,NA,NA,NA
"Mike Evans","TB","WR","11671","weighted",NA,NA,NA,NA,NA,NA,0.915372964786066,1.69250512449781,0,0,0.357582355168497,0.310128010347687,NA,NA,NA,NA,1072.12419538054,55.0923073690557,10.3362741385839,1.27790290746563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993-08-21,2014,NA,NA,NA,NA
"Marvin Harrison Jr.","ARI","WR","16614","weighted",NA,NA,NA,NA,NA,NA,2.9403364526424,5.43856000826954,0,0,0.972084437712987,0.0311299722271118,NA,NA,NA,NA,1104.40008330178,73.0689327263991,8.01172283226051,1.53265261211652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-08-11,2024,NA,NA,NA,NA
"DK Metcalf","PIT","WR","14102","weighted",NA,NA,NA,NA,NA,NA,1.29864228917618,2.05509888045201,0,0,1.55551874290042,0.287285778481813,NA,NA,NA,NA,1138.10917834154,36.6506801730615,7.67026883756153,0.904180695933608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,NA,NA,NA,NA
"Brandon Aiyuk","SF","WR","14840","weighted",NA,NA,NA,NA,NA,NA,3.54740628549792,6.45211001975763,0,0,0.357582355168497,0.310128010347687,NA,NA,NA,NA,687.336471033699,230.071771300859,3.90873911397198,1.9965152759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,"Knee - ACL + MCL",2025,0
"Calvin Ridley","TEN","WR","13629","weighted",NA,NA,NA,NA,NA,NA,35.0415278303673,14.9479298805369,0.267236436414778,0.371143683164921,0.928634986747444,0.0619457841999954,NA,NA,NA,NA,1077.155221507,68.3707533855476,6.39392654297615,1.42161665936578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-12-20,2018,NA,NA,NA,NA
"Garrett Wilson","NYJ","WR","15753","weighted",NA,NA,NA,NA,NA,NA,11.1548324498296,13.8587508198332,0,0,1.58343430518743,0.29890216635635,NA,NA,NA,NA,1106.97691026126,48.2194428383913,6.60509655433548,1.45991211164857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-07-22,2022,NA,NA,NA,NA
"DeVonta Smith","PHI","WR","15282","weighted",NA,NA,NA,NA,NA,NA,1.46113485151728,1.76204921114303,0,0,0.497160166603559,0.269924551452491,NA,NA,NA,NA,995.643362362742,98.5399285793219,7.37173040514956,1.26106296331052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,NA,NA,NA,NA
"Jameson Williams","DET","WR","15756","weighted",NA,NA,NA,NA,NA,NA,66.1982653351003,26.5886209289305,1.20355817563078,0.891012804451797,0.357582355168497,0.310128010347687,NA,NA,NA,NA,1001.93841726619,79.3685963147639,6.61175312381674,0.699712684474598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-03-26,2022,NA,NA,NA,NA
"Chris Olave","NO","WR","15754","weighted",NA,NA,NA,NA,NA,NA,3.2773300156867,3.24115388433675,0,0,0.733226050738357,0.278802484187397,NA,NA,NA,NA,976.437410071943,95.7053108718545,5.1575236652783,1.59361335763971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-06-27,2022,NA,NA,NA,NA
"Chris Godwin","TB","WR","13163","weighted",NA,NA,NA,NA,NA,NA,9.43729174555093,7.16487519807867,0.0784064477741115,0.172400411541289,0.373116243847028,0.311394477377182,NA,NA,NA,NA,798.478485422189,152.092029138744,5.25458538432412,1.27278505917675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996-02-27,2017,"O","Ankle",2025,0
"Matthew Golden","GB","WR","17075","weighted",NA,NA,NA,NA,NA,NA,16.7735706171905,13.2482548541971,0,0,1.10569228827464,0.43701716656465,NA,NA,NA,NA,898.179424460432,142.12887875817,6.37246497538811,1.00301536407759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-08-01,2025,NA,NA,NA,NA
"Zay Flowers","BAL","WR","16190","weighted",NA,NA,NA,NA,NA,NA,51.8983907610753,12.035460674488,0.13163644311837,0.206312195426251,0.497160166603559,0.269924551452491,NA,NA,NA,NA,1055.18487694055,59.5835247353041,6.41626656569481,0.850025116776322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-09-11,2023,NA,NA,NA,NA
"Rashee Rice","KC","WR","16194","weighted",NA,NA,NA,NA,NA,NA,8.59476050738357,10.1008515528248,0.0784064477741115,0.172400411541289,0.568525179856115,0.277777181802522,NA,NA,NA,NA,786.973328284741,157.63199609369,5.83884892086331,1.34701637343136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-04-22,2023,"S","Suspension",2025,0
"George Pickens","DAL","WR","15762","weighted",NA,NA,NA,NA,NA,NA,8.36928246876183,6.94622384297182,0,0,0.872803862173419,0.123527203087669,NA,NA,NA,NA,1014.67123059447,54.130304297351,6.61987883377509,0.929923596650203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-03-04,2022,NA,NA,NA,NA
"Jaylen Waddle","MIA","WR","15284","weighted",NA,NA,NA,NA,NA,NA,14.4230973116244,7.25861818069217,0.0095770207862423,0.0164780214324526,0.357582355168497,0.310128010347687,NA,NA,NA,NA,975.253290420295,78.554722221359,5.04711094282469,1.43096494140198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,NA,NA,NA,NA
"Cooper Kupp","SEA","WR","13164","weighted",NA,NA,NA,NA,NA,NA,5.95509276789095,6.11759840536705,0,0,0.373116243847028,0.311394477377182,NA,NA,NA,NA,851.792760318061,132.408013246544,5.57546383945475,1.20438629471705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993-06-15,2017,NA,NA,NA,NA
"Ricky Pearsall","SF","WR","16622","weighted",NA,NA,NA,NA,NA,NA,58.1797188564937,17.268479016898,0.242855836256456,0.361030185944992,0.456862930708065,0.277216845499842,NA,NA,NA,NA,858.962794396062,148.011440977288,5.55168496781522,1.44222130584537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-09-09,2024,NA,NA,NA,NA
"Jakobi Meyers","LVR","WR","14127","weighted",NA,NA,NA,NA,NA,NA,12.8038479742522,9.68107418122575,0.257337588575756,0.371518330647742,0.357582355168497,0.310128010347687,NA,NA,NA,NA,950.094146156759,75.1409671402847,5.19001135933359,0.789707850730252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,NA,NA,NA,NA
"Jordan Addison","MIN","WR","16186","weighted",NA,NA,NA,NA,NA,NA,9.41809920484665,8.35771221517542,0.232574241358793,0.351536444230278,0.342048466489966,0.309400434247398,NA,NA,NA,NA,802.234570238546,117.932644822149,6.86404392275653,1.47555895038042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-01-27,2023,"S","Suspension",2025,0
"Rome Odunze","CHI","WR","16616","weighted",NA,NA,NA,NA,NA,NA,13.8384608102991,11.5466920270044,0,0,1.09612836046952,0.126837767301143,NA,NA,NA,NA,963.663460810299,64.5333383378731,6.04510412722454,1.47330054120286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-06-03,2024,NA,NA,NA,NA
"Deebo Samuel","WAS","WR","14136","weighted",NA,NA,NA,NA,NA,NA,136.470960810299,61.8289575327581,1.3586462358387,0.945103962253247,0.804591063990912,0.217909805589783,NA,NA,NA,NA,865.293434305187,93.3722142360808,5.15554714123438,0.777033062289969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,NA,NA,NA,NA
"Darnell Mooney","ATL","WR","14974","weighted",NA,NA,NA,NA,NA,NA,2.10623681505923,2.6026451195295,0,0,0.357582355168497,0.310128010347687,NA,NA,NA,NA,847.442915562287,120.198522780236,4.18429382809542,0.813513525952338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,"Q","Shoulder",2025,0
"Emeka Egbuka","TB","WR","17081","weighted",NA,NA,NA,NA,NA,NA,14.6940789473684,10.6813536316987,0,0,1.1894642180992,0.390322210347002,NA,NA,NA,NA,820.269534267323,117.518578180622,5.60808027262401,1.09437164713835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-10-14,2025,NA,NA,NA,NA
"Khalil Shakir","BUF","WR","15761","weighted",NA,NA,NA,NA,NA,NA,5.17341915940932,5.05336373717747,0,0,0.373116243847028,0.311394477377182,NA,NA,NA,NA,825.517114729269,102.293074219849,4.70376372586142,0.724962168955365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-02-03,2022,NA,NA,NA,NA
"Michael Pittman","IND","WR","14842","weighted",NA,NA,NA,NA,NA,NA,1.80153621463731,2.43029246003694,0,0,0.928634986747444,0.0619457841999954,NA,NA,NA,NA,911.041294964029,76.1724139143741,4.44602801968951,0.858831638450247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
"Jauan Jennings","SF","WR","14860","weighted",NA,NA,NA,NA,NA,NA,14.222175582842,18.2778879301792,0.0729628928436198,0.124490705655828,0.373116243847028,0.311394477377182,NA,NA,NA,NA,893.917410071943,94.39604356066,5.91203332071185,1.03272056040781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
"Stefon Diggs","NE","WR","12186","weighted",NA,NA,NA,NA,NA,NA,6.77957213176827,5.32069419207865,0.295299399578082,0.401805977247518,0.357582355168497,0.310128010347687,NA,NA,NA,NA,858.861476713366,100.767099934996,5.61819007951534,0.702647831511185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993-11-29,2015,NA,NA,NA,NA
"Xavier Worthy","KC","WR","16620","weighted",NA,NA,NA,NA,NA,NA,83.4827101476713,36.4450825042782,1.24921431276032,0.662512934707448,0.357582355168497,0.310128010347687,NA,NA,NA,NA,850.261794774707,121.05083962261,7.22913290420295,0.802236695886671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-04-27,2024,NA,NA,NA,NA
