gsis_id,display_name,common_first_name,first_name,last_name,short_name,football_name,suffix,esb_id,nfl_id,pfr_id,pff_id,otc_id,espn_id,smart_id,birth_date,position_group,position,ngs_position_group,ngs_position,height,weight,headshot,college_name,college_conference,jersey_number,rookie_season,last_season,latest_team,status,ngs_status,ngs_status_short_description,years_of_experience,pff_position,pff_status,draft_year,draft_round,draft_pick,draft_team
00-0032402,Hassan Ridgeway,Hassan,Hassan,Ridgeway,H.Ridgeway,Hassan,,RID299361,43405,RidgHa00,10750,4829,2971725,32005249-4429-9361-91c7-7d7e2cc3477b,1994-11-02,DL,DT,DL,INTERIOR_LINE,75.0,305.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qwfblduq15msbj7vd0sn",Texas,Big Twelve Conference,97,2016,2023,HOU,RES,ACT,Active,8,DI,A,2016.0,4.0,116.0,IND
00-0039332,C.J. Ravenell,C.J.,Cameron,Ravenell,C.Ravenell,C.J.,,RAV411916,57486,RaveCJ00,134584,11933,4700676,32005241-5641-1916-83f7-742284842fdc,2000-07-07,DL,DE,DL,INTERIOR_LINE,77.0,300.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rqjhomavdixcd1tqcge5",Missouri Western,Mid-America Intercollegiate Athletic Association,,2024,2025,TEN,ACT,ACT,Active,1,DI,A,,,,
FRA250477,Mike Franckowiak,Mike,Michael,Franckowiak,,,,FRA250477,,FranMi00,,,,32004652-4125-0477-ae54-039fc9ebfab3,1953-03-25,RB,RB,,,75.0,220.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/huy4bu68bmrwnuokgaw2",Central Michigan,,0,1975,1978,BUF,ACT,,,4,,,1975.0,3.0,54.0,DEN
00-0027569,Nick Polk,Nick,Nicholas,Polk,,,,POL146498,,PolkNi00,,,13905,3200504f-4c14-6498-cbf2-bcf89b11c708,1986-10-06,DB,FS,,,71.0,218.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wke2quln0c5dzzxnckyi",Indiana,,41,2010,2011,LAC,RES,,,1,,,,,,
00-0030453,Malcolm Bronson,Malcolm,Malcolm,Bronson,,,,BRO106944,,BronMa00,8266,2442,16604,32004252-4f10-6944-ea76-ea22b8128b65,1990-05-11,DB,DB,,,71.0,192.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ss8fq9zniywcb4e7h0jk",McNeese State,,41,2013,2013,KC,DEV,,,0,,,,,,
00-0029167,A.J. Davis,A.J.,Adrian,Davis,,,,DAV115245,,DaviA.00,,,15725,32004441-5611-5245-6ddd-8809da8b9972,1989-07-06,DB,DB,,,72.0,183.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mk3mdfmuycsrrfsreqwa",Jacksonville State,,20,2012,2014,NO,RES,,,2,,,,,,
00-0020179,Terrance Sykes,Terrance,Terrance,Sykes,,,,SYK676464,,,,,,32005359-4b67-6464-d656-7fc1e9f6440e,1979-02-24,OL,OT,,,78.0,270.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uqehznndmuiui0imn3xv",Louisiana Tech,,71,2001,2001,CLE,CUT,,,0,,,,,,
00-0020533,Leonard Davis,Leonard,Leonard,Davis,,,,DAV527481,26220,DaviLe21,774,,2550,32004441-5652-7481-3dd6-d969c02b28e7,1978-09-05,OL,G,,,78.0,355.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ofpta3kbyulrulgatcnz",Texas,,68,2001,2012,SF,ACT,,,12,,,2001.0,1.0,2.0,ARI
00-0033954,Jayon Brown,Jayon,Jayon,Brown,J.Brown,Jayon,,BRO486545,44968,BrowJa06,11910,5741,3047559,32004252-4f48-6545-77f7-ac6c4d81c66a,1995-02-26,LB,ILB,,,72.0,226.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dwpeyjcsc4gclpbl1abb",UCLA,Pacific Twelve Conference,50,2017,2022,LV,RES,U01,R/UFA,6,LB,A,2017.0,5.0,155.0,TEN
00-0034775,Christian Kirk,Christian,Christian,Kirk,C.Kirk,Christian,,KIR257918,46116,KirkCh01,47546,6932,3895856,32004b49-5225-7918-e402-81feed3bdafb,1996-11-18,WR,WR,WR,SLOT_WR,71.0,200.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bugikrmfz5k4jvyaogza",Texas A&M,Southeastern Conference,13,2018,2025,HOU,ACT,ACT,Active,8,WR,A,2018.0,2.0,47.0,ARI
00-0000965,Aubrey Beavers,Aubrey,Aubrey,Beavers,,,,BEA792394,,BeavAu20,,,7608,32004245-4179-2394-ef13-89f94e5ac78e,1971-08-30,LB,LB,,,75.0,231.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zwzswt4i3wp5otlijxgc",Oklahoma,,58,1994,1996,NYJ,ACT,,,3,,,1994.0,2.0,54.0,MIA
VAN404064,Skip Vanderbundt,Skip,William,Vanderbundt,,,,VAN404064,,VandSk20,,,,32005641-4e40-4064-6b09-31eed7246248,1946-12-04,LB,LB,,,75.0,225.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ehhfybbtrkk0qq2yr5nq",Oregon State,,0,1974,1978,NO,ACT,,,10,,,,,,
00-0032267,Kevin Short,Kevin,Kevin,Short,K.Short,Kevin,,SHO599259,43143,,10204,4634,3039977,32005348-4f59-9259-98ff-ce371ea481f4,1992-03-23,DB,DB,DB,CB,74.0,185.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gvkn3xb75wbzjwganxk1",Fort Scott CC,Kansas Jayhawk Conference,0,2015,2016,LA,DEV,CUT,Active,1,,,,,,
00-0028174,Stephen Burton,Stephen,Stephen,Burton,,,,BUR812711,37311,BurtSt00,6388,1801,14210,32004255-5281-2711-35c0-ab8e030e18ee,1989-12-11,WR,WR,,,73.0,224.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dqtroedmfgz72um28n78",West Texas State; Long Beach City College,,15,2011,2013,JAX,RES,,,3,WR,,2011.0,7.0,236.0,MIN
00-0034824,Martinas Rankin,Martinas,Martinas,Rankin,M.Rankin,Martinas,,RAN654236,46149,RankMa00,46333,6965,3894924,32005241-4e65-4236-c318-271f54d7d958,1994-10-20,OL,OT,,,77.0,311.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/snpnyul78ll9fdqqbaf8",Mississippi State; Mississippi Gulf Coast CC,Southeastern Conference,74,2018,2020,KC,ACT,CUT,Active,3,T,,2018.0,3.0,80.0,HOU
00-0022297,Mike Labinjo,Mike,Mike,Labinjo,,,,LAB609435,,LabiMi20,,,5784,32004c41-4260-9435-dd83-34b2c74014ba,1980-07-08,LB,LB,,,73.0,255.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pc5nxhirndvrgeilfqnv",Michigan State,,53,2004,2006,MIA,CUT,,,3,,,,,,
00-0039263,McCallan Castles,McCallan,McCallan,Castles,M.Castles,McCallan,,CAS777092,57407,CastMc00,83949,12121,4372741,32004341-5377-7092-1113-7360a638b025,1999-12-03,TE,TE,TE,TE,76.0,250.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fdfn8hgsno4xjrgzzjuh",Tennessee; UC Davis; California,Southeastern Conference,,2024,2024,LAC,DEV,CUT,Waivers/No Rec.,0,,,,,,
00-0018976,J.J. Huggins,J.J.,Johnny,Huggins,,,,HUG102759,25569,HuggJo00,,,2811,32004855-4710-2759-6d7c-adb11af51156,1976-03-29,TE,TE,,,75.0,245.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ssc0tauk0adkwywdygpq",Alabama State,,49,2001,2001,DAL,ACT,,,1,,,,,,
00-0034750,Rashaad Penny,Rashaad,Rashaad,Penny,R.Penny,Rashaad,,PEN504753,46096,PennRa00,27414,6912,3139925,32005045-4e50-4753-3f3f-c08ffd9467b0,1996-02-02,RB,RB,RB,RB,71.0,220.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mwvzwst6cfcwifblqtsj",San Diego State,Mountain West Conference,23,2018,2023,PHI,ACT,RET,R/Retired,6,HB,A,2018.0,1.0,27.0,SEA
00-0028069,Davon House,Davon,Davon,House,D.House,Davon,,HOU242346,37206,HousDa00,6283,1099,14157,3200484f-5524-2346-6a3d-28ec5a4e0543,1989-07-10,DB,DB,DB,CB,72.0,195.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/e8qfdpw9wyq5ccvhslru",New Mexico State,,31,2011,2018,GB,RES,RES,,8,CB,,2011.0,4.0,131.0,GB
00-0033931,Lano Hill,Lano,Delano,Hill,D.Hill,Delano,,HIL170556,44907,HillDe02,11849,5681,3045214,32004849-4c17-0556-1de1-66fd253b9acd,1995-11-26,DB,SAF,,,73.0,216.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fcwwa6y2e84htpr9t3y6",Michigan,Big Ten Conference,42,2017,2020,SEA,RES,RSR,R/COVID-19,4,S,A,2017.0,3.0,95.0,SEA
00-0021974,Jeremy Bridges,Jeremy,Jeremy,Bridges,,,,BRI127961,28221,BridJe20,1488,6510,4643,32004252-4912-7961-6d90-f96622ac0ab7,1980-04-19,OL,G,,,77.0,318.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pru7opwcvcvceqxizlvw",Southern Mississippi,,72,2003,2012,CAR,CUT,,,10,G,,2003.0,6.0,185.0,PHI
00-0005962,Sean Gilbert,Sean,Sean,Gilbert,,,,GIL126525,,GilbSe00,,,298,32004749-4c12-6525-2c0d-f05abaab922e,1970-04-10,DL,DT,,,77.0,318.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mgnmjvpegeb0elh07qqy",Pittsburgh,,90,1992,2003,LV,ACT,,,11,,,1992.0,1.0,3.0,LA
00-0030184,Oscar Johnson,Oscar,Oscar,Johnson,,,,JOH568548,,,8244,2787,16692,32004a4f-4856-8548-d9f7-ebab1e512e85,1990-03-01,OL,G,,,78.0,330.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bxrtstbvqqc2uhu9602d",Louisiana Tech; Copiah-Lincoln Junior College,,0,2013,2013,TEN,CUT,,,0,,,,,,
00-0036976,Spencer Brown,Spencer,Spencer,Brown,S.Brown,Spencer,,BRO690310,53522,BrowSp00,42296,9557,4030899,32004252-4f69-0310-bf53-14b54a182555,1998-02-28,OL,OT,OL,T,80.0,311.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/q2lsfuxunzzgso9rtldu",Northern Iowa,Missouri Valley Football Conference,79,2021,2025,BUF,ACT,ACT,Active,5,T,A,,,,
00-0025612,Brandon Fields,Brandon,Brandon,Fields,,,,FIE463209,32418,FielBr20,3841,670,10668,32004649-4546-3209-4dd0-5b0b926a8083,1984-05-21,SPEC,P,,,77.0,249.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wanoipfufy1xfdlzg5ex",Michigan State,,4,2007,2015,NO,CUT,,,9,P,,2007.0,7.0,225.0,MIA
00-0032938,Darius Latham,Darius,Darius,Latham,D.Latham,Darius,,LAT042617,43991,LathDa01,11356,5398,3060800,32004c41-5404-2617-523c-acfec83be9f7,1994-11-09,DL,DT,DL,INTERIOR_LINE,76.0,305.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h8rzufubvh6ywv17c4rn",Indiana,Big Ten Conference,75,2016,2017,LV,ACT,ACT,Active,2,DI,,,,,
GRE820956,Bob Gresham,Bob,Robert,Gresham,,,,GRE820956,,GresBo00,,,,32004752-4582-0956-5612-ddd4766749ae,1948-07-09,RB,RB,,,71.0,195.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/whjcv4soni6grvue7v4x",West Virginia,,0,1974,1976,NYJ,ACT,,,6,,,,,,
00-0022278,Ryan Boschetti,Ryan,Ryan,Boschetti,,,,BOS153321,,BoscRy20,,,6019,3200424f-5315-3321-db43-72d5d0df1073,1981-10-07,DL,DT,,,76.0,289.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qwqwsgc8z5rwfsmminyz",UCLA; San Mateo,,73,2004,2008,WAS,ACT,,,5,,,,,,
00-0030263,Charles James,Charles,Charles,James,C.James,Charles,,JAM126088,40723,JameCh00,8120,2546,16561,32004a41-4d12-6088-5051-b342dd165a3f,1990-05-14,DB,DB,DB,CB,69.0,185.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ipnnkuxhzy6h9tzahdfh",Charleston Southern University,,38,2013,2016,IND,ACT,CUT,,3,CB,,,,,
00-0028581,Patrick DiMarco,Patrick,Patrick,DiMarco,P.DiMarco,Patrick,,DIM110572,38061,DiMaPa00,6997,2462,14332,32004449-4d11-0572-18eb-eac18081dace,1989-04-30,RB,RB,,,73.0,234.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aogfdoxrgi8kssdps73x",South Carolina,Southeastern Conference,42,2011,2019,BUF,ACT,CUT,Active,8,FB,,,,,
00-0032221,Shane Ray,Shane,Shane,Ray,S.Ray,Shane,,RAY427102,42366,RayxSh00,9456,3871,2577371,32005241-5942-7102-1e06-2662a8cf1a91,1993-05-18,LB,LB,DL,EDGE,75.0,245.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lmg2zdsr3x2ucwdn9qyd",Missouri,Southeastern Conference,56,2015,2018,DEN,ACT,CUT,Active,4,ED,A,2015.0,1.0,23.0,DEN
00-0040326,Branson Combs,Branson,Branson,Combs,B.Combs,Branson,,COM059327,58762,CombBr00,105001,,4572704,3200434f-4d05-9327-3c01-6a93be4b2ec0,2000-07-14,LB,LB,LB,MLB,75.0,228.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vw3vnd5qllxsvf6eeinn",Wake Forest,Atlantic Coast Conference,50,2025,2025,JAX,DEV,DEV,Practice Squad,0,,,,,,
00-0031327,Kevin Norwood,Kevin,Kevin,Norwood,,Kevin,,NOR783931,41352,NorwKe00,8758,3062,16841,32004e4f-5278-3931-1415-f7761fc082c8,1989-09-23,WR,WR,WR,SLOT_WR,74.0,212.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/l7maq8et7k8xcudhevwp",Alabama,,83,2014,2017,NYG,CUT,CUT,,3,WR,,2014.0,4.0,123.0,SEA
00-0034141,Devin Gray,Devin,Devin,Gray,D.Gray,Devin,,GRA645548,46403,GrayDe02,48301,7480,4037481,32004752-4164-5548-6512-a1976f5dd889,1995-06-15,WR,WR,WR,WR,72.0,192.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/p9cxi5p3izrmem5d61lk",Cincinnati,American Athletic Conference,15,2018,2021,BAL,CUT,CUT,Waivers/No Rec.,1,,,,,,
00-0035269,Matt Gay,Matt,Matt,Gay,M.Gay,Matt,,GAY306452,47928,GayxMa00,57643,7936,4249087,32004741-5930-6452-6cb7-6eadc0ce3ec7,1994-03-15,SPEC,K,,,72.0,232.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qeca8ofwxhytcioy29wc",Utah; Utah Valley,Pacific Twelve Conference,16,2019,2025,WAS,ACT,ACT,Active,7,K,A,2019.0,5.0,145.0,TB
00-0033896,Adam Shaheen,Adam,Adam,Shaheen,A.Shaheen,Adam,,SHA093706,44857,ShahAd00,11800,5631,4198676,32005348-4109-3706-4eda-1407f06b7a12,1994-10-24,TE,TE,,,79.0,248.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rvj5swstfh0vf6f6w2hr",Ashland; Pittsburgh-Johnstown,Great Lakes Intercollegiate Athletic Conference,80,2017,2022,MIA,RES,U01,R/UFA,6,TE,A,2017.0,2.0,45.0,CHI
00-0036101,Luq Barcoo,Luq,Luqman,Barcoo,L.Barcoo,Luq,,BAR114623,53005,BarcLu00,83079,9264,4361499,32004241-5211-4623-567e-d696655685d9,1998-07-27,DB,CB,DB,CB,73.0,180.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ns7gmoiyzsxlfstfd6ow",San Diego State,Mountain West Conference,,2020,2024,DAL,DEV,CUT,Waivers/No Rec.,2,CB,IR,,,,
00-0038471,Kadeem Telfort,Kadeem,Kadeem,Telfort,K.Telfort,Kadeem,,TEL121035,56226,TelfKa00,59680,11183,4240615,32005445-4c12-1035-5366-245faedb958d,1998-11-10,OL,OT,OL,T,79.0,322.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hj8uiv6deffbbnrpnapq",UAB,Conference USA,75,2023,2025,MIA,DEV,DEV,PS; Exc,2,G,A,,,,
CAR566826,Carlos Carson,Carlos,Carlos,Carson,,,,CAR566826,,CarsCa00,,,,32004341-5256-6826-d399-16600451439b,1958-12-28,WR,WR,,,71.0,180.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lvwrky7vpnqv1fwuitds",LSU,,0,1980,1989,PHI,ACT,,,10,,,1980.0,5.0,114.0,KC
00-0021316,Chad Williams,Chad,Chad,Williams,,,,WIL179926,27342,WillCh20,1183,,3786,32005749-4c17-9926-deb8-ad327047a8e3,1979-01-22,DB,DB,,,69.0,207.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fry1xlzznn6jkz1hcs5l",Southern Mississippi,,25,2002,2006,SF,ACT,,,5,,,2002.0,6.0,209.0,BAL
00-0021236,Randy McMichael,Randy,Randy,McMichael,,,,MCM290007,27246,McMiRa01,1114,6511,3642,32004d43-4d29-0007-905f-b6ee8f375896,1979-06-28,TE,TE,,,75.0,248.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s1ebauacar3ua1hlsa8a",Georgia,,81,2002,2012,LAC,ACT,,,11,TE,,2002.0,4.0,114.0,MIA
LAN547801,Jim Langer,Jim,James,Langer,,,,LAN547801,,LangJi00,,,,32004c41-4e54-7801-6893-eccc37b55065,1948-05-16,OL,C,,,74.0,250.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pdmvolbozwh2t2j39tyt",South Dakota State,,0,1974,1981,MIN,ACT,,,12,,,,,,
00-0023797,Darcy Johnson,Darcy,Darcy,Johnson,,,,JOH165441,,JohnDa03,,,9999,32004a4f-4816-5441-cc86-b7898598470b,1983-02-11,TE,TE,,,77.0,252.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oiug9lq5hiubiy077hn0",UCF,,87,2006,2010,LA,RES,,,4,,,,,,
00-0034281,Bradley Bozeman,Bradley,Bradley,Bozeman,B.Bozeman,Bradley,,BOZ167481,46284,BozeBr00,27934,7100,3054842,3200424f-5a16-7481-3ce0-9b84ae6531f2,1994-11-24,OL,C,OL,C,77.0,325.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qzomwajldexxneohmb7q",Alabama,Southeastern Conference,75,2018,2025,LAC,ACT,ACT,Active,8,C,A,2018.0,6.0,215.0,BAL
00-0005335,Mike Flores,Mike,Michael,Flores,,,,FLO186505,,FlorMi20,,,6844,3200464c-4f18-6505-8444-a16d66373737,1966-12-01,DL,DE,,,75.0,256.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lbon2gjmpdaknphq5u0y",Louisville,,0,1991,1995,WAS,ACT,,,5,,,1991.0,11.0,298.0,PHI
00-0039466,Ian Wheeler,Ian,Ian,Wheeler,I.Wheeler,Ian,,WHE231609,57580,WheeIa00,102419,12007,4579554,32005748-4523-1609-4f9f-4b49c20df320,2001-09-15,RB,RB,RB,RB,71.0,205.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e4bgayjnn51vsuay8stv",Howard,Mid-Eastern Athletic Conference,33,2024,2024,CHI,RES,CUT,Waivers/No Rec.,0,,,,,,
00-0025388,JaMarcus Russell,JaMarcus,JaMarcus,Russell,,,,RUS539462,32194,RussJa00,3617,,10446,32005255-5353-9462-4095-9e02d136a1ba,1985-08-09,QB,QB,,,78.0,260.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/j9utxwp9846osapesksk",LSU,,2,2007,2009,LV,ACT,,,3,,,2007.0,1.0,1.0,LV
00-0035103,Otaro Alaka,Otaro,Otaro,Alaka,O.Alaka,Otaro,,ALA385627,48211,AlakOt01,49757,8093,3122141,3200414c-4138-5627-e834-0fe364ff6fd6,1996-05-18,LB,LB,,,75.0,239.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q3ctjv2z2spydkgfyrly",Texas A&M,Southeastern Conference,50,2019,2021,BAL,RES,RES,R/Injured,3,LB,IR,,,,
00-0006724,Michael Hamilton,Michael,Michael,Hamilton,,,,HAM278956,22403,HamiMi20,,,1258,32004841-4d27-8956-8b27-f53c584068fd,1973-12-03,LB,LB,,,74.0,245.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h2tss2dm4zpt6alosehg",North Carolina A&T,,50,1997,2000,CLE,ACT,,,4,,,1997.0,3.0,74.0,LAC
00-0016919,Adam Vinatieri,Adam,Adam,Vinatieri,A.Vinatieri,Adam,,VIN196019,21213,vinatada01,226,536,1097,32005649-4e19-6019-e626-0b58f9aa81e1,1972-12-28,SPEC,K,,,72.0,212.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/imfj1hl4kob4jof8hcwa",South Dakota State,,4,1996,2019,IND,RES,UFA,,24,K,,,,,
00-0024258,Roman Harper,Roman,Roman,Harper,,Roman,,HAR293034,30857,HarpRo21,2988,1519,9629,32004841-5229-3034-2e5f-8342f08ae585,1982-12-11,DB,S,,,73.0,205.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xzq0nteuhr52flsafbt3",Alabama,Southeastern Conference,41,2006,2016,NO,ACT,ACT,Active,11,S,,2006.0,2.0,43.0,NO
ROM369144,Dave Romasko,Dave,David,Romasko,,,,ROM369144,,RomaDa20,,,,3200524f-4d36-9144-2af8-83a7cba7542d,1963-11-03,RB,RB,,,75.0,241.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cd7j1df8s5qhzgzbibgp",Carroll College,,0,1987,1987,CIN,ACT,,,0,,,,,,
00-0018241,Ronnie Woolfork,Ronnie,Ronald,Woolfork,,,,WOO764977,,,,,,3200574f-4f76-4977-6dc5-1e9ec0921529,1970-12-21,LB,LB,,,75.0,256.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nk2ys0luxlcg69igbr7y",Colorado,,0,1994,1994,KC,ACT,,,0,,,,,,
JAC153476,Ernie Jackson,Ernie,Earnest,Jackson,,,,JAC153476,,JackEr21,,,,32004a41-4315-3476-77a1-5abe1c640f6d,1950-04-11,DB,DB,,,70.0,173.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m2nio2dvm08okpxerapg",Duke,,0,1974,1979,DET,ACT,,,8,,,,,,
JUD276861,Ed Judie,Ed,Edward,Judie,,,,JUD276861,,JudiEd20,,,,32004a55-4427-6861-1dae-285ab6a170e4,1959-07-06,LB,LB,,,74.0,231.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ahdg1mmchnhhyhirnkuy",Northern Arizona,,0,1982,1984,MIA,ACT,,,3,,,,,,
00-0028892,Gerell Robinson,Gerell,La'Diviosia,Robinson,,,,ROB607112,,RobiGe00,7267,19,15214,3200524f-4260-7112-3628-641bc796ab46,1989-10-13,TE,TE,,,75.0,220.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xxszthshd3eevgrzzf6r",Arizona State,,0,2012,2014,MIA,ACT,,,1,WR,,,,,
00-0013089,Antwaune Ponds,Antwaune,Antwaune,Ponds,,,,PON428791,23651,PondAn20,,,8242,3200504f-4e42-8791-42ad-4f99818cd765,1975-06-29,LB,LB,,,74.0,252.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lirlq61b0wyik6ioutk8",Syracuse,,51,1998,1998,WAS,RES,,,0,,,1998.0,7.0,206.0,WAS
00-0035279,Charles Omenihu,Charles,Charles,Omenihu,C.Omenihu,Charles,,OME565785,47944,OmenCh00,50612,7952,3929865,32004f4d-4556-5785-8e80-6ad02cc085e2,1997-08-20,DL,DE,DL,EDGE,77.0,280.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eqdzy6rghyb0sywwbd8i",Texas,Big Twelve Conference,90,2019,2025,KC,ACT,ACT,Active,7,ED,A,2019.0,5.0,161.0,HOU
00-0036316,Chris Claybrooks,Chris,Chris,Claybrooks,C.Claybrooks,Chris,,CLA776181,52631,ClayCh02,76692,8963,4371737,3200434c-4177-6181-8ba5-32c4f77d5e4d,1997-07-17,DB,CB,DB,CB,69.0,180.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y2wxfrfy1aqxpmcwrcxg",Memphis,American Athletic Conference,6,2020,2023,JAX,EXE,EXE,Ex/Comm. Perm.,4,CB,A,2020.0,7.0,223.0,JAX
MUL626816,Aleric Mullins,Aleric,Aleric,Mullins,,,,MUL626816,,,,,,32004d55-4c62-6816-53ba-b7f801400337,1986-04-04,DL,DT,,,73.0,319.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cwl5g4z0jujyfrrpsnuu",North Carolina,,60,2010,2010,GB,NWT,,,0,,,,,,
TRU461435,Dave Truitt,Dave,David,Truitt,,,,TRU461435,,TruiDa20,,,,32005452-5546-1435-18b0-9c18854a57d7,1964-02-18,TE,TE,,,76.0,232.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rkyful0fqyipsskhjxjf",North Carolina,,0,1987,1987,WAS,ACT,,,0,,,,,,
00-0035626,Deshaun Davis,Deshaun,Deshaun,Davis,D.Davis,Deshaun,,DAV387019,47993,DaviDe01,50932,8001,3121578,32004441-5638-7019-8819-a6fd3e0eaa86,1995-12-31,LB,LB,,,71.0,230.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lolhduc895q3ak6svlx8",Auburn,,0,2019,2019,PHI,CUT,CUT,,0,,,2019.0,6.0,210.0,CIN
00-0019368,Jon Carman,Jon,Jonathan,Carman,,,,CAR199560,,CarmJo20,,,2389,32004341-5219-9560-f35c-1aea948aea2a,1976-01-14,OL,OT,,,79.0,329.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s7zzns4dttzc43lrqpa0",Georgia Tech,,65,2000,2002,MIN,CUT,,,3,,,,,,
00-0024413,Charlie Johnson,Charlie,Charles,Johnson,,,,JOH126433,31014,JohnCh23,3144,1762,9785,32004a4f-4812-6433-155c-32b78ca9284b,1984-05-02,OL,G,,,76.0,305.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/p3ytssw1i1iduzcloczc",Oklahoma State,,74,2006,2014,MIN,ACT,,,9,G,,2006.0,6.0,199.0,IND
THO606200,John Thompson,John,John,Thompson,,,,THO606200,,ThomJo26,,,,32005448-4f60-6200-9469-d7b590eda77e,1957-01-18,TE,TE,,,75.0,228.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/k90pdji4dmlowylu19ck",Utah State; Weber State,,0,1979,1982,GB,ACT,,,3,,,1979.0,9.0,235.0,GB
00-0023658,LeRon McCoy,LeRon,LeRon,McCoy,,,,MCC617590,30054,McCoLe00,2443,,8640,32004d43-4361-7590-2e70-7f0ba94d1c82,1982-01-24,WR,WR,,,73.0,219.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/scryoiwthfxenoot59y7","Indiana PA,  University of",,19,2005,2007,SF,CUT,,,3,,,2005.0,7.0,226.0,ARI
00-0020373,Jabari Holloway,Jabari,Jabari,Holloway,,,,HOL365682,26339,HollJa01,,,2668,3200484f-4c36-5682-7d35-edb0adc16bd5,1978-12-18,TE,TE,,,74.0,260.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/p8xek78vdb3buft5gpsp",Notre Dame,,89,2001,2003,HOU,ACT,,,3,,,2001.0,4.0,119.0,NE
