PlayerID,Team,TeamID,Number,FirstName,LastName,Name,Position,PositionCategory,Status,Height,Weight,BirthDate,Age,Experience,ExperienceString,College,CollegeDraftTeam,CollegeDraftYear,CollegeDraftRound,CollegeDraftPick,InjuryStatus,InjuryBodyPart,InjuryStartDate,InjuryNotes,PhotoUrl,FantasyPosition,FantasyAlarmID,SportRadarPlayerID,RotoworldPlayerID,RotoWirePlayerID,StatsPlayerID,SportsDirectPlayerID,XmlTeamPlayerID,FanDuelPlayerID,DraftKingsPlayerID,YahooPlayerID,FanDuelName,DraftKingsName,YahooName,DepthOrder,DepthPositionCategory,DepthDisplayOrder,CurrentTeam,CurrentStatus,AverageDraftPosition,created_date,updated_date
13721,,,,Fletcher,Cox,,DT,DEF,Inactive,"6'4""",310,1990-12-13,,13,,Mississippi State,PHI,2012,1,12,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13721.png,DL,,,,,,,,,512216,,,Fletcher Cox,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13722,,,,Vinny,Curry,,DL,DEF,Inactive,"6'3""",279,1988-06-30,,12,,Marshall,PHI,2012,2,59,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13722.png,DL,,,,,,,,,,,,Vinny Curry,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13723,,,,Nick,Foles,,QB,OFF,Inactive,"6'6""",243,1989-01-20,,12,,Arizona,PHI,2012,3,88,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13723.png,QB,,,,,,,,22027,403189,,Nick Foles,Nick Foles,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13730,,,,Dennis,Kelly,,OT,OFF,Inactive,"6'8""",321,1990-01-16,,12,,Purdue,PHI,2012,5,153,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13730.png,OL,,,,,,,,,,,,,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13741,,,,Brandon,Bolden,,RB,OFF,Inactive,"5'11""",220,1990-01-26,,12,,Mississippi,NE,2012,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13741.png,RB,,,,,,,,22898,465752,,Brandon Bolden,Brandon Bolden,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13749,,,,Chandler,Jones,,DE,DEF,Inactive,"6'5""",265,1990-02-27,,12,,Syracuse,NE,2012,1,21,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13749.png,DL,,,,,,,,,465583,,,Chandler Jones,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13761,,,,Stephon,Gilmore,,CB,DEF,Inactive,"6'0""",190,1990-09-19,,13,,South Carolina,BUF,2012,1,10,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13761.png,DB,,,,,,,,,494377,,,Stephon Gilmore,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13799,,,,Ryan,Tannehill,,QB,OFF,Inactive,"6'4""",217,1988-07-27,,13,,Texas A&M,MIA,2012,1,8,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13799.png,QB,,,,,,,,21948,380960,,Ryan Tannehill,Ryan Tannehill,,,,,,,996.000,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13810,NO,22,56,Demario,Davis,,LB,DEF,Active,"6'2""",248,1989-01-11,,14,,Arkansas State,NYJ,2012,3,77,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13810.png,LB,,,,,,,,,401178,,,Demario Davis,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13870,,,,Marvin,Jones Jr.,,WR,OFF,Inactive,"6'2""",199,1990-03-12,,12,,California,CIN,2012,5,166,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13870.png,WR,,,,,,,,22103,461620,,Marvin Jones Jr.,Marvin Jones Jr.,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13878,,,,Mohamed,Sanu,,WR,OFF,Inactive,"6'2""",210,1989-08-22,,11,,Rutgers,CIN,2012,3,83,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13878.png,WR,,,,,,,,22018,494313,,Mohamed Sanu Sr.,Mohamed Sanu Sr.,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13882,TEN,34,70,Kevin,Zeitler,,G,OFF,Active,"6'4""",332,1990-03-08,,14,,Wisconsin,CIN,2012,1,27,Questionable,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13882.png,OL,,,,,,,,,,,,,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13894,,,,Tashaun,Gipson Sr.,,S,DEF,Inactive,"6'1""",212,1990-08-07,,13,,Wyoming,CLE,2012,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13894.png,DB,,,,,,,,,,,,Tashaun Gipson,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13913,ARI,1,68,Kelvin,Beachum,,OT,OFF,Active,"6'3""",308,1989-06-08,,14,,Southern Methodist,PIT,2012,7,248,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13913.png,OL,,,,,,,,,,,,,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13961,,,,Randy,Bullock,,K,ST,Inactive,"5'9""",210,1989-12-16,,13,,Texas A&M,HOU,2012,5,161,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13961.png,K,,,,,,,,22100,469127,,Randy Bullock,Randy Bullock,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13969,,,,Ben,Jones,,C,OFF,Inactive,"6'3""",308,1989-07-02,,12,,Georgia,HOU,2012,4,99,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13969.png,OL,,,,,,,,,,,,,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
14005,,,,T.Y.,Hilton,,WR,OFF,Inactive,"5'10""",183,1989-11-14,,12,,Florida International,IND,2012,3,92,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14005.png,WR,,,,,,,,22031,468655,,T.Y. Hilton,T.Y. Hilton,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
14010,,,,Matt,Overton,,LS,ST,Inactive,"6'0""",248,1985-07-06,,11,,Western Washington,SEA,2010,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14010.png,LS,,,,,,,,,,,,,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
14017,DAL,9,5,Bryan,Anger,,P,ST,Active,"6'3""",202,1988-10-06,,14,,California,JAX,2012,3,70,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14017.png,P,,,,,,,,,,,,,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
14037,,,,Julian,Stanford,,LB,DEF,Inactive,"6'1""",230,1990-09-02,,9,,Wagner,JAX,2012,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14037.png,LB,,,,,,,,,,,,,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
14042,ARI,1,46,Aaron,Brewer,,LS,ST,Active,"6'5""",232,1990-07-05,,14,,San Diego State,DEN,2012,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14042.png,LS,,,,,,,,,463365,,,Aaron Brewer,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
14128,,,,Melvin,Ingram,,LB,DEF,Inactive,"6'2""",250,1989-04-26,,12,,South Carolina,LAC,2012,1,18,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14128.png,LB,,,,,,,,,406454,,,Melvin Ingram,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
14141,,,,Cole,Beasley,,WR,OFF,Inactive,"5'8""",177,1989-04-26,,12,,Southern Methodist,DAL,2012,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14141.png,WR,,,,,,,,22288,460830,,Cole Beasley,Cole Beasley,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
14222,,,,Riley,Reiff,,OL,OFF,Inactive,"6'6""",310,1988-12-01,,13,,Iowa,DET,2012,1,23,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14222.png,OL,,,,,,,,,,,,,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
14252,ATL,2,18,Kirk,Cousins,,QB,OFF,Active,"6'3""",205,1988-08-19,,14,,Michigan State,WAS,2012,4,102,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14252.png,QB,,,,,,,,22038,403308,,Kirk Cousins,Kirk Cousins,,,,,,,289.000,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
14285,,,,Casey,Hayward,,CB,DEF,Inactive,"5'11""",192,1989-09-09,,12,,Vanderbilt,GB,2012,2,62,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14285.png,DB,,,,,,,,,465924,,,Casey Hayward,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
