TableID,TableName,Name,DataType,Size,Nullable,Description,IsInCSV,Scrambled
1012000,Player,HeightInches,integer,32,True,The inches component of a player's height (if player is 6'3"; then this value would be 3),True,False
1012000,Player,UpcomingOpponentRank,integer,32,True,The player's upcoming opponent's rank in fantasy points allowed,False,True
1012000,Player,UpcomingOpponentPositionRank,integer,32,True,The player's upcoming opponent's rank in fantasy points allowed to his fantasy position,False,True
1012000,Player,CurrentStatus,string,50,True,The player's current status.  Possible values include Active; Inactive; Injured Reserve; Physically Unable to Perform; Practice Squad; Suspended; Non Football Injury; Non-Football Illness; Commissioner Exempt List; Exempt/Left Team; Paternity; Bereavement; Reserve/COVID-19; and Voluntary Opt Out. Inactive indicates that this player is a free agent.  Active indicates that this player is on his team's active roster.  Can also include injury status.,True,True
1012000,Player,UpcomingSalary,integer,32,True,The player's salary for the upcoming week in accordance with a $50;000 salary cap. This is used for daily fantasy sports salary cap contests. Salaries represent those published by DraftKings. When DraftKings doesn't publish a salary for a given game; the most recent DraftKings salary is used. We recommend using our new DFS endpoints instead.,False,True
1012000,Player,FantasyAlarmPlayerID,integer,32,True,The player's cross reference PlayerID to the FantasyAlarm news feed,False,False
1012000,Player,SportRadarPlayerID,string,50,True,The player's cross reference PlayerID to the SportRadar API,False,False
1012000,Player,RotoworldPlayerID,integer,32,True,The player's cross reference PlayerID to the Rotoworld news feed,False,False
1012000,Player,RotoWirePlayerID,integer,32,True,The player's cross reference PlayerID to the RotoWire news feed,False,False
1012000,Player,StatsPlayerID,integer,32,True,The player's cross reference PlayerID to the STATS data feeds,False,False
1012000,Player,SportsDirectPlayerID,integer,32,True,The player's cross reference PlayerID to the SportsDirect data feeds; now part of Nielsen GraceNote,False,False
1012000,Player,XmlTeamPlayerID,integer,32,True,The player's unique PlayerID for cross reference use with XML Team data feeds,False,False
1012000,Player,FanDuelPlayerID,integer,32,True,The player's cross reference PlayerID to FanDuel,False,False
1012000,Player,DraftKingsPlayerID,integer,32,True,The player's cross reference PlayerID to DraftKings,False,False
1012000,Player,YahooPlayerID,integer,32,True,The player's unique PlayerID for cross reference use with Yahoo,False,False
1012000,Player,InjuryStatus,string,50,True,The player's current injury status; in the form of likelihood that player plays (Probable; Questionable; Doubtful; Out),True,True
1012000,Player,InjuryBodyPart,string,50,True,The body part that is injured for the player (Knee; Groin; Calf; Hamstring; etc.),False,True
1012000,Player,InjuryStartDate,datetime,,True,The day that the player's injury started or was first discovered,False,False
1012000,Player,InjuryNotes,string,250,True,A brief description of the player's injury and expected availability,False,True
1012000,Player,FanDuelName,string,50,True,The player's full name in FanDuel's daily fantasy sports platform,False,False
1012000,Player,DraftKingsName,string,50,True,The player's full name in DraftKings' daily fantasy sports platform,False,False
1012000,Player,YahooName,string,50,True,The player's name in Yahoo's daily fantasy sports platform,False,False
1012000,Player,FantasyPositionDepthOrder,integer,32,True,The order this player is at his team's FantasyPosition,True,True
1012000,Player,InjuryPractice,string,10,True,This field is deprecated,False,True
1012000,Player,InjuryPracticeDescription,string,50,True,This field is deprecated,False,True
1012000,Player,DeclaredInactive,boolean,,False,Whether the player has been declared inactive. This value is updated in the hours leading up to game start time; as teams announce their inactive players.  Note: This is only updated for offensive skill position players (QB; RB; WR; TE).,False,True
1012000,Player,UpcomingFanDuelSalary,integer,32,True,The player's FanDuel salary for the upcoming week. Note: We recommend using our new DFS endpoints instead.,False,True
1012000,Player,UpcomingDraftKingsSalary,integer,32,True,The player's DraftKings salary for the upcoming week. Note: We recommend using our new DFS endpoints instead.,False,True
1012000,Player,UpcomingYahooSalary,integer,32,True,The player's Yahoo salary for the upcoming week. We recommend using our new DFS endpoints instead.,False,True
1012000,Player,TeamID,integer,32,True,The unique ID of the team that the player is on. Note: If the player is a free agent; this field is NULL,False,False
1012000,Player,GlobalTeamID,integer,32,True,A globally unique ID for this team. This value is guaranteed to be unique across all sports/leagues.,False,False
1012000,Player,FantasyDraftPlayerID,integer,32,True,The player's cross reference PlayerID to FantasyDraft,False,False
1012000,Player,FantasyDraftName,string,50,True,The player's full name in FantasyDraft's daily fantasy sports platform,False,False
1012000,Player,UsaTodayPlayerID,integer,32,True,The player's cross reference PlayerID to USA Today headshot data feeds,False,False
1012000,Player,UsaTodayHeadshotUrl,string,100,True,The player's headshot URL as provided by USA Today. License from USA Today is required.,True,False
1012000,Player,UsaTodayHeadshotNoBackgroundUrl,string,100,True,The player's transparent background headshot URL as provided by USA Today. License from USA Today is required.,True,False
1012000,Player,UsaTodayHeadshotUpdated,datetime,,True,The last updated date of the player's headshot as provided by USA Today. License from USA Today is required.,True,False
1012000,Player,UsaTodayHeadshotNoBackgroundUpdated,datetime,,True,The last updated date of the player's transparent background headshot as provided by USA Today. License from USA Today is required.,False,False
1037000,PlayerInfo,PlayerID,integer,32,False,The unique PlayerID of the player as assigned by SportsDataIO. Note: this ID will stay with the player throughout their entire career,False,False
1037000,PlayerInfo,Name,string,50,True,The player's full name,False,False
1037000,PlayerInfo,TeamID,integer,32,True,The unique ID of the team that the player is on. Note: If the player is a free agent; this field is NULL,False,False
1037000,PlayerInfo,Team,string,50,True,The abbreviation [Key] of the team that the player is on. Note: If this player is a free agent; this field is NULL,False,False
1037000,PlayerInfo,Position,string,50,True,The primary position of the player. Possible Values: C; CB; DB; DE; DL; DT; FB; FS; G; ILB; K; KR; LB; LS; NT; OL; OLB; OT; P; QB; RB; S; SS; T; TE; WR,False,False
1044000,PlayerDetail,PlayerSeason,PlayerSeason,,True,This field is expected to be NULL,False,False
1044000,PlayerDetail,LatestNews,News[],,True,The latest news associated with this player,False,False
1044000,PlayerDetail,PlayerID,integer,32,False,The unique PlayerID of the player as assigned by SportsDataIO. Note: this ID will stay with the player throughout their entire career.,False,False
1044000,PlayerDetail,Team,string,10,True,The abbreviation [Key] of the team that the player is on. Note: If this player is a free agent; this field is NULL.,False,False
1044000,PlayerDetail,Number,integer,32,True,Player's jersey number,True,False
1044000,PlayerDetail,FirstName,string,50,True,Player's first name,True,False
1044000,PlayerDetail,LastName,string,50,True,Player's last name,True,False
1044000,PlayerDetail,Position,string,10,True,The primary position of the player. Possible Values: C; CB; DB; DE; DL; DT; FB; FS; G; ILB; K; KR; LB; LS; NT; OL; OLB; OT; P; QB; RB; S; SS; T; TE; WR.,False,False
1044000,PlayerDetail,Status,string,50,True,The player's current status.  Possible values include Active; Inactive; Injured Reserve; Physically Unable to Perform; Practice Squad; Suspended; Non Football Injury; Non-Football Illness; Commissioner Exempt List; Exempt/Left Team; Paternity; Bereavement; Reserve/COVID-19; and Voluntary Opt Out. Inactive indicates that this player is a free agent.  Active indicates that this player is on his team's active roster.,True,False
1044000,PlayerDetail,Height,string,50,True,Height in feet; inches,True,False
1044000,PlayerDetail,Weight,integer,32,True,Player's weight in pounds,False,False
1044000,PlayerDetail,BirthDate,datetime,,True,Player's date of birth,False,False
1044000,PlayerDetail,College,string,50,True,College team the player played for prior to turning professional,False,False
1044000,PlayerDetail,Experience,integer,32,True,Number of years experience.  Note: This number is incremented every year; in the Spring; when we load the rookies following the NFL Draft. Rookies will have Experience = 0; while second year players will have Experience = 2.,False,True
1044000,PlayerDetail,FantasyPosition,string,10,True,The player's fantasy football position. Possible values: QB; RB; WR; TE; DL; LB; DB; K; P; OL.,False,False
1044000,PlayerDetail,Active,boolean,,True,Whether or not the player is on the active roster of the NFL team (True/False),False,False
1044000,PlayerDetail,PositionCategory,string,3,True,The category of the player's position (OFF; DEF; ST),False,False
1044000,PlayerDetail,Name,string,50,True,Player's full name,False,False
1044000,PlayerDetail,Age,integer,32,True,The player's current age,False,False
1044000,PlayerDetail,ExperienceString,string,50,True,The player's experience converted to a string,True,False
1044000,PlayerDetail,BirthDateString,string,50,True,The player's date of birth converted to a string,True,False
1044000,PlayerDetail,PhotoUrl,string,250,True,This field is deprecated. Note: Headshots are now delivered through IMAGN. Please see our Headshots products for further information.,False,False
1044000,PlayerDetail,ByeWeek,integer,32,True,The week the player is on bye for the upcoming or current season,False,False
1044000,PlayerDetail,UpcomingGameOpponent,string,50,True,The opposing team the player is playing against in the upcoming week,False,False
1044000,PlayerDetail,UpcomingGameWeek,integer,32,False,The week of the player's upcoming game (this will be the upcoming week unless the player is on Bye that week; which would bump it to the next week),True,False
1044000,PlayerDetail,ShortName,string,50,True,The first initial and last name of the player (J. Doe),False,False
1044000,PlayerDetail,AverageDraftPosition,decimal,32,True,The average draft position of the player in re-draft leagues,False,True
1044000,PlayerDetail,DepthPositionCategory,string,3,True,The category (Offense; Defense or Special Teams) of the players DepthPositionCategory (OFF; DEF; ST),True,True
1044000,PlayerDetail,DepthPosition,string,10,True,The position this player is listed at on his team's depth chart (e.g. QB; LWR; RDE; LILB; K),False,True
1044000,PlayerDetail,DepthOrder,integer,32,True,The order this player is at his position (1 = Starter; 2 = Backup; 3 = 3rd String; 4 = 4th String; 5 = 5th String),False,True
1044000,PlayerDetail,DepthDisplayOrder,integer,32,True,The display order of the positions (for display purposes),True,True
1044000,PlayerDetail,CurrentTeam,string,10,True,The team who currently employs this player. This value is null when this player is unemployed (for example a free agent or retired player).,False,False
1044000,PlayerDetail,CollegeDraftTeam,string,10,True,The team who drafted this player. Note: If this player was an Undrafted Free Agent; then it's the team who first signed him as a rookie.,False,False
1044000,PlayerDetail,CollegeDraftYear,integer,32,True,The year this player entered the NFL as a rookie,False,False
1044000,PlayerDetail,CollegeDraftRound,integer,32,True,The round this player was drafted in,False,True
1044000,PlayerDetail,CollegeDraftPick,integer,32,True,The overall pick in the draft this player was selected,False,True
1044000,PlayerDetail,IsUndraftedFreeAgent,boolean,,False,Whether this player was an undrafted free agent.  This value is True if the player was drafted.,True,False
1044000,PlayerDetail,HeightFeet,integer,32,True,The feet component of a player's height (if player is 6'3"; then this value would be 6),True,False
1044000,PlayerDetail,HeightInches,integer,32,True,The inches component of a player's height (if player is 6'3"; then this value would be 3),True,False
1044000,PlayerDetail,UpcomingOpponentRank,integer,32,True,The player's upcoming opponent's rank in fantasy points allowed,False,True
1044000,PlayerDetail,UpcomingOpponentPositionRank,integer,32,True,The player's upcoming opponent's rank in fantasy points allowed to his fantasy position,False,True
1044000,PlayerDetail,CurrentStatus,string,50,True,The player's current status.  Possible values include Active; Inactive; Injured Reserve; Physically Unable to Perform; Practice Squad; Suspended; Non Football Injury; Non-Football Illness; Commissioner Exempt List; Exempt/Left Team; Paternity; Bereavement; Reserve/COVID-19; and Voluntary Opt Out. Inactive indicates that this player is a free agent.  Active indicates that this player is on his team's active roster.  Can also include injury status.,True,True
1044000,PlayerDetail,UpcomingSalary,integer,32,True,The player's salary for the upcoming week in accordance with a $50;000 salary cap. This is used for daily fantasy sports salary cap contests. Salaries represent those published by DraftKings. When DraftKings doesn't publish a salary for a given game; the most recent DraftKings salary is used. We recommend using our new DFS endpoints instead.,False,True
1044000,PlayerDetail,FantasyAlarmPlayerID,integer,32,True,The player's cross reference PlayerID to the FantasyAlarm news feed,False,False
1044000,PlayerDetail,SportRadarPlayerID,string,50,True,The player's cross reference PlayerID to the SportRadar API,False,False
1044000,PlayerDetail,RotoworldPlayerID,integer,32,True,The player's cross reference PlayerID to the Rotoworld news feed,False,False
1044000,PlayerDetail,RotoWirePlayerID,integer,32,True,The player's cross reference PlayerID to the RotoWire news feed,False,False
1044000,PlayerDetail,StatsPlayerID,integer,32,True,The player's cross reference PlayerID to the STATS data feeds,False,False
1044000,PlayerDetail,SportsDirectPlayerID,integer,32,True,The player's cross reference PlayerID to the SportsDirect data feeds; now part of Nielsen GraceNote,False,False
1044000,PlayerDetail,XmlTeamPlayerID,integer,32,True,The player's unique PlayerID for cross reference use with XML Team data feeds,False,False
1044000,PlayerDetail,FanDuelPlayerID,integer,32,True,The player's cross reference PlayerID to FanDuel,False,False
1044000,PlayerDetail,DraftKingsPlayerID,integer,32,True,The player's cross reference PlayerID to DraftKings,False,False
1044000,PlayerDetail,YahooPlayerID,integer,32,True,The player's unique PlayerID for cross reference use with Yahoo,False,False
1044000,PlayerDetail,InjuryStatus,string,50,True,The player's current injury status; in the form of likelihood that player plays (Probable; Questionable; Doubtful; Out),True,True
1044000,PlayerDetail,InjuryBodyPart,string,50,True,The body part that is injured for the player (Knee; Groin; Calf; Hamstring; etc.),False,True
1044000,PlayerDetail,InjuryStartDate,datetime,,True,The day that the player's injury started or was first discovered,False,False
1044000,PlayerDetail,InjuryNotes,string,250,True,A brief description of the player's injury and expected availability,False,True
1044000,PlayerDetail,FanDuelName,string,50,True,The player's full name in FanDuel's daily fantasy sports platform,False,False
1044000,PlayerDetail,DraftKingsName,string,50,True,The player's full name in DraftKings' daily fantasy sports platform,False,False
1044000,PlayerDetail,YahooName,string,50,True,The player's name in Yahoo's daily fantasy sports platform,False,False
1044000,PlayerDetail,FantasyPositionDepthOrder,integer,32,True,The order this player is at his team's FantasyPosition,True,True
1044000,PlayerDetail,InjuryPractice,string,10,True,This field is deprecated,False,True
1044000,PlayerDetail,InjuryPracticeDescription,string,50,True,This field is deprecated,False,True
1044000,PlayerDetail,DeclaredInactive,boolean,,False,Whether the player has been declared inactive. This value is updated in the hours leading up to game start time; as teams announce their inactive players.  Note: This is only updated for offensive skill position players (QB; RB; WR; TE).,False,True
1044000,PlayerDetail,UpcomingFanDuelSalary,integer,32,True,The player's FanDuel salary for the upcoming week. Note: We recommend using our new DFS endpoints instead.,False,True
1044000,PlayerDetail,UpcomingDraftKingsSalary,integer,32,True,The player's DraftKings salary for the upcoming week. Note: We recommend using our new DFS endpoints instead.,False,True
1044000,PlayerDetail,UpcomingYahooSalary,integer,32,True,The player's Yahoo salary for the upcoming week. We recommend using our new DFS endpoints instead.,False,True
1044000,PlayerDetail,TeamID,integer,32,True,The unique ID of the team that the player is on. Note: If the player is a free agent; this field is NULL,False,False
1044000,PlayerDetail,GlobalTeamID,integer,32,True,A globally unique ID for this team. This value is guaranteed to be unique across all sports/leagues.,False,False
1044000,PlayerDetail,FantasyDraftPlayerID,integer,32,True,The player's cross reference PlayerID to FantasyDraft,False,False
1044000,PlayerDetail,FantasyDraftName,string,50,True,The player's full name in FantasyDraft's daily fantasy sports platform,False,False
1044000,PlayerDetail,UsaTodayPlayerID,integer,32,True,The player's cross reference PlayerID to USA Today headshot data feeds,False,False
1044000,PlayerDetail,UsaTodayHeadshotUrl,string,100,True,The player's headshot URL as provided by USA Today. License from USA Today is required.,True,False
1044000,PlayerDetail,UsaTodayHeadshotNoBackgroundUrl,string,100,True,The player's transparent background headshot URL as provided by USA Today. License from USA Today is required.,True,False
1044000,PlayerDetail,UsaTodayHeadshotUpdated,datetime,,True,The last updated date of the player's headshot as provided by USA Today. License from USA Today is required.,True,False
1044000,PlayerDetail,UsaTodayHeadshotNoBackgroundUpdated,datetime,,True,The last updated date of the player's transparent background headshot as provided by USA Today. License from USA Today is required.,False,False
1090000,PlayerBasic,PlayerID,integer,32,False,The unique PlayerID of the player as assigned by SportsDataIO. Note: this ID will stay with the player throughout their entire career,False,False
1090000,PlayerBasic,Team,string,10,True,The abbreviation [Key] of the team that the player is on. Note: If this player is a free agent; this field is NULL,False,False
1090000,PlayerBasic,Number,integer,32,True,Player's jersey number,True,False
1090000,PlayerBasic,FirstName,string,50,True,Player's first name,True,False
1090000,PlayerBasic,LastName,string,50,True,Player's last name,True,False
1090000,PlayerBasic,Position,string,10,True,The primary position of the player. Possible Values: C; CB; DB; DE; DL; DT; FB; FS; G; ILB; K; KR; LB; LS; NT; OL; OLB; OT; P; QB; RB; S; SS; T; TE; WR,False,False
1090000,PlayerBasic,Status,string,50,True,The player's current status.  Possible values include Active; Inactive; Injured Reserve; Physically Unable to Perform; Practice Squad; Suspended; Non Football Injury; Non-Football Illness; Commissioner Exempt List; Exempt/Left Team; Paternity; Bereavement; Reserve/COVID-19; and Voluntary Opt Out. Inactive indicates that this player is a free agent.  Active indicates that this player is on his team's active roster.,True,False
1090000,PlayerBasic,Height,string,50,True,Height in feet; inches,True,False
1090000,PlayerBasic,Weight,integer,32,True,Weight in pounds,True,False
1090000,PlayerBasic,BirthDate,datetime,,True,The player's date of birth,False,False
1090000,PlayerBasic,College,string,50,True,College team the player played for prior to turning professional,False,False
1090000,PlayerBasic,Experience,integer,32,True,Number of years experience. Note: This number is incremented every year; in the Spring; when we load the rookies following the NFL Draft. Rookies will have Experience = Zero; while second year players will have Experience = 2.,False,True
1090000,PlayerBasic,FantasyPosition,string,10,True,The player's fantasy football position. Possible values: QB; RB; WR; TE; DL; LB; DB; K; P; OL,False,False
1090000,PlayerBasic,Active,boolean,,True,Whether or not the player is on the active roster of the NFL team,False,False
1090000,PlayerBasic,PositionCategory,string,3,True,The category of the player's position (OFF; DEF; ST),False,False
1090000,PlayerBasic,Name,string,50,True,The player's full name,False,False
1090000,PlayerBasic,Age,integer,32,True,The player's current age,True,False
1090000,PlayerBasic,ShortName,string,50,True,The first initial and last name of the player (J. Doe),False,False
1090000,PlayerBasic,HeightFeet,integer,32,True,The feet component of a player's height (if player is 6'3"; then this value would be 6),True,False
1090000,PlayerBasic,HeightInches,integer,32,True,The inches component of a player's height (if player is 6'3"; then this value would be 3),True,False
1090000,PlayerBasic,TeamID,integer,32,True,The unique ID of the team that the player is on. Note: If the player is a free agent; this field is NULL,False,False
1090000,PlayerBasic,GlobalTeamID,integer,32,True,A globally unique ID for this team. This value is guaranteed to be unique across all sports/leagues.,False,False
1090000,PlayerBasic,UsaTodayPlayerID,integer,32,True,The player's cross reference PlayerID to USA Today headshot data feeds.,True,False
1090000,PlayerBasic,UsaTodayHeadshotUrl,string,100,True,The player's headshot URL as provided by USA Today. License from USA Today is required.,True,False
1090000,PlayerBasic,UsaTodayHeadshotNoBackgroundUrl,string,100,True,The player's transparent background headshot URL as provided by USA Today. License from USA Today is required.,True,False
1090000,PlayerBasic,UsaTodayHeadshotUpdated,datetime,,True,The last updated date of the player's headshot as provided by USA Today. License from USA Today is required.,True,False
1090000,PlayerBasic,UsaTodayHeadshotNoBackgroundUpdated,datetime,,True,The last updated date of the player's transparent background headshot as provided by USA Today. License from USA Today is required.,True,False
1013000,Injury,InjuryID,integer,32,False,The unique ID of the injury record for the player,False,False
1013000,Injury,SeasonType,integer,32,False,The type of season that this player corresponds to (1=Regular Season; 2=Preseason; 3=Postseason; 4=Offseason; 5=All-Star),False,False
1013000,Injury,Season,integer,32,False,The season of the game that this injury leads up to,True,False
1013000,Injury,Week,integer,32,False,The NFL week of the game that this injury leads up to (regular season: 1 to 18; preseason: 0 to 4; postseason: 1 to 4). Note: seasons prior to 2021 will have 3 preseason weeks.,False,False
1013000,Injury,PlayerID,integer,32,False,The unique PlayerID of the player as assigned by SportsDataIO. Note: this ID will stay with the player throughout their entire career.,False,False
1013000,Injury,Name,string,50,True,Player's full name,False,False
1013000,Injury,Position,string,50,True,The primary position of the player. Possible Values: C; CB; DB; DE; DL; DT; FB; FS; G; ILB; K; KR; LB; LS; NT; OL; OLB; OT; P; QB; RB; S; SS; T; TE; WR.,False,False
1013000,Injury,Number,integer,32,False,Player's jersey number,False,False
1013000,Injury,Team,string,50,True,The abbreviation [Key] of the team that the player is on. Note: If this player is a free agent; this field is NULL.,False,False
1013000,Injury,Opponent,string,50,True,The abbreviation [Key] of the opponent team of the injured player,False,False
1013000,Injury,BodyPart,string,50,True,The body part that is injured (Knee; Groin; Calf; Hamstring; etc.),False,True
1013000,Injury,Status,string,50,True,The injury designation assigned to the player (Probable; Questionable; Doubtful; Out),False,True
1013000,Injury,Practice,string,50,True,This field is deprecated,False,True
1013000,Injury,PracticeDescription,string,50,True,This field is deprecated,False,True
1013000,Injury,Updated,datetime,,False,The date/time the injury status was updated (in US Eastern time),False,False
1013000,Injury,DeclaredInactive,boolean,,True,Whether the player has been declared inactive. This value is updated in the hours leading up to game start time; as teams announce their inactive players. Note: This is only updated for offensive skill position players (QB; RB; WR; TE).,False,True
1013000,Injury,TeamID,integer,32,True,The unique ID of the team that the player is on. Note: If the player is a free agent; this field is NULL.,False,False
1013000,Injury,OpponentID,integer,32,True,The unique ID of the opponent this player played on during this game,False,False
1014000,PlayerGame,GameKey,string,10,False,A 9 digit unique code identifying the game that this record corresponds to. The GameID is composed of Season; SeasonType; Week and HomeTeam.. Note: This value will be NULL for bye weeks,False,False
1014000,PlayerGame,PlayerID,integer,32,True,The unique PlayerID of the player as assigned by SportsDataIO. Note: this ID will stay with the player throughout their entire career,False,False
1014000,PlayerGame,SeasonType,integer,32,False,The type of season that this player corresponds to (1=Regular Season; 2=Preseason; 3=Postseason; 4=Offseason; 5=All-Star),False,False
1014000,PlayerGame,Season,integer,32,False,The NFL season of the game,True,False
1014000,PlayerGame,GameDate,datetime,,False,The date and time the game is scheduled to start,False,False
1014000,PlayerGame,Week,integer,32,False,The NFL week of the game (regular season: 1 to 18; preseason: 0 to 4; postseason: 1 to 4). Note: seasons after 2021 will have only 3 preseason weeks,False,False
1014000,PlayerGame,Team,string,50,True,The abbreviation [Key] of the team that the player is on. Note: if this player is a free agent; this field is NULL,False,False
1014000,PlayerGame,Opponent,string,50,True,The abbreviation [Key] of the opponent team,False,False
1014000,PlayerGame,HomeOrAway,string,4,True,Whether the team is home or away,False,False
1014000,PlayerGame,Number,integer,32,False,Player's jersey number,True,False
1014000,PlayerGame,Name,string,50,True,Player's full name,False,False
1014000,PlayerGame,Position,string,50,True,The primary position of the player. Possible Values: C; CB; DB; DE; DL; DT; FB; FS; G; ILB; K; KR; LB; LS; NT; OL; OLB; OT; P; QB; RB; S; SS; T; TE; WR,False,False
1014000,PlayerGame,PositionCategory,string,50,True,The category of the player's position (OFF; DEF; ST),False,False
1014000,PlayerGame,Activated,integer,32,False,Whether or not the player was active for the game,False,False
1014000,PlayerGame,Played,integer,32,False,Whether the player played at least one snap in the game Note: Will return "1" if player played at least one snap and "0" if they did not,False,False
1014000,PlayerGame,Started,integer,32,False,Whether the player started the game (on offensive or defense). Note: Started = 1 / Did Not Start = 0,False,False
1014000,PlayerGame,PassingAttempts,decimal,32,False,Total passes thrown by the player in the game,False,True
1014000,PlayerGame,PassingCompletions,decimal,32,False,Total passes completed by the player in the game,False,True
1014000,PlayerGame,PassingYards,decimal,32,False,Total passing yards by the player in the game,False,True
1014000,PlayerGame,PassingCompletionPercentage,decimal,32,False,The percentage of passes completed by the player in the game,False,True
1014000,PlayerGame,PassingYardsPerAttempt,decimal,32,False,Total average passing yards per attempt by the player in the game,False,True
1014000,PlayerGame,PassingYardsPerCompletion,decimal,32,False,Total average passing yards per completion by the player in the game,False,True
1014000,PlayerGame,PassingTouchdowns,decimal,32,False,Total passing touchdowns by the player in the game,False,True
1014000,PlayerGame,PassingInterceptions,decimal,32,False,Total interceptions thrown by the player in the game,False,True
1014000,PlayerGame,PassingRating,decimal,32,False,The passer rating of the player in the game,False,True
1014000,PlayerGame,PassingLong,decimal,32,False,Total yards of longest completion by the player in the game,False,True
1014000,PlayerGame,PassingSacks,decimal,32,False,The total number of times the player was sacked in the game,False,True
1014000,PlayerGame,PassingSackYards,decimal,32,False,Total yards lost by the player in the game as a result of being sacked,False,True
1014000,PlayerGame,RushingAttempts,decimal,32,False,Total rushing attempts by the player in the game,False,True
1014000,PlayerGame,RushingYards,decimal,32,False,Total rushing yards by the player in the game,False,True
1014000,PlayerGame,RushingYardsPerAttempt,decimal,32,False,Total rushing yards per attempt by the player in the game,False,True
1014000,PlayerGame,RushingTouchdowns,decimal,32,False,Total rushing touchdowns by the player in the game,False,True
1014000,PlayerGame,RushingLong,decimal,32,False,The longest rush by the player in the game,False,True
1014000,PlayerGame,ReceivingTargets,decimal,32,True,Total receiving targets by the player in the game,False,True
1014000,PlayerGame,Receptions,decimal,32,False,Total receptions by the player in the game,False,True
1014000,PlayerGame,ReceivingYards,decimal,32,False,Total receiving yards by the player in the game,False,True
1014000,PlayerGame,ReceivingYardsPerReception,decimal,32,False,Average receiving yards per reception by the player in the game,False,True
1014000,PlayerGame,ReceivingTouchdowns,decimal,32,False,Total receiving touchdowns by the player in the game,False,True
1014000,PlayerGame,ReceivingLong,decimal,32,False,The longest reception by the player in the game,False,True
1014000,PlayerGame,Fumbles,decimal,32,False,Total fumbles by the player in the game,False,True
1014000,PlayerGame,FumblesLost,decimal,32,True,Total fumbles lost by the player in the game,False,True
1014000,PlayerGame,PuntReturns,decimal,32,False,Total punt returns by the player in the game,False,True
1014000,PlayerGame,PuntReturnYards,decimal,32,False,Total punt return yards by the player in the game,False,True
1014000,PlayerGame,PuntReturnYardsPerAttempt,decimal,32,False,Total average yards gained per punt return by the player in the game,False,True
1014000,PlayerGame,PuntReturnTouchdowns,decimal,32,False,Total punt return touchdowns by the player in the game,False,True
1014000,PlayerGame,PuntReturnLong,decimal,32,False,The longest punt return by the player in the game,False,True
1014000,PlayerGame,KickReturns,decimal,32,False,Total kickoff returns by the player in the game,False,True
1014000,PlayerGame,KickReturnYards,decimal,32,False,Total kickoff return yards by the player in the game,False,True
1014000,PlayerGame,KickReturnYardsPerAttempt,decimal,32,False,Average yards gained per kick return by the player in the game,False,True
1014000,PlayerGame,KickReturnTouchdowns,decimal,32,False,Total kickoff return touchdowns by the player in the game,False,True
1014000,PlayerGame,KickReturnLong,decimal,32,False,Longest kick return by the player in the game,False,True
1014000,PlayerGame,SoloTackles,decimal,32,False,Total defensive solo (unassisted) tackles by the player in the game,False,True
1014000,PlayerGame,AssistedTackles,decimal,32,False,Total defensive assisted tackles by the player in the game,False,True
1014000,PlayerGame,TacklesForLoss,decimal,32,True,Total tackles for loss by the player in the game. Note: these are tackles behind the line of scrimmage for loss of yards (including sacks),False,True
1014000,PlayerGame,Sacks,decimal,32,False,Total defensive sacks by the player in the game,False,True
1014000,PlayerGame,SackYards,decimal,32,False,Total defensive sacks yards by the player in the game,False,True
1014000,PlayerGame,QuarterbackHits,decimal,32,True,Total quarterback hits by the player in the game. Note: This is a defensive stat that includes sacks,False,True
1014000,PlayerGame,PassesDefended,decimal,32,False,Total passes defended by the player in the game,False,True
1014000,PlayerGame,FumblesForced,decimal,32,False,Total fumbles forced on defense by the player in the game,False,True
1014000,PlayerGame,FumblesRecovered,decimal,32,False,Total defensive fumble recoveries by the player in the game,False,True
1014000,PlayerGame,FumbleReturnYards,decimal,32,False,Total fumble return yards by the player in the game,False,True
1014000,PlayerGame,FumbleReturnTouchdowns,decimal,32,False,Total fumble return touchdowns by the player in the game,False,True
1014000,PlayerGame,Interceptions,decimal,32,False,Total defensive interceptions by the player in the game,False,True
1014000,PlayerGame,InterceptionReturnYards,decimal,32,False,Total defensive interception return yards by the player in the game,False,True
1014000,PlayerGame,InterceptionReturnTouchdowns,decimal,32,False,Total defensive interception return touchdowns by the player in the game,False,True
1014000,PlayerGame,BlockedKicks,decimal,32,False,Total blocked kicks by the player in the game. Note: BlockedKicks include Field Goals and Punts but NOT Extra Points,False,True
1014000,PlayerGame,SpecialTeamsSoloTackles,decimal,32,False,This field is deprecated,False,True
1014000,PlayerGame,SpecialTeamsAssistedTackles,decimal,32,False,This field is deprecated,False,True
1014000,PlayerGame,MiscSoloTackles,decimal,32,False,This field is deprecated,False,True
1014000,PlayerGame,MiscAssistedTackles,decimal,32,False,This field is deprecated,False,True
1014000,PlayerGame,Punts,decimal,32,False,Total number of punts by the player in the game,False,True
1014000,PlayerGame,PuntYards,decimal,32,False,Total punt yards by the player in the game,False,True
1014000,PlayerGame,PuntAverage,decimal,32,False,The average number of yards per punt by the player in the game,False,True
1014000,PlayerGame,FieldGoalsAttempted,decimal,32,False,Total field goals attempted by the player in the game,False,True
1014000,PlayerGame,FieldGoalsMade,decimal,32,False,Total field goals made by the player in game,False,True
1014000,PlayerGame,FieldGoalsLongestMade,decimal,32,False,Longest field goal made by the player in the game,False,True
