player_id,mfl_id,gsis_id,sleeper_id,espn_id,yahoo_id,pfr_id,fantasypros_id,pff_id,cbs_id,ktc_id,sportradar_id,fleaflicker_id,rotowire_id,rotoworld_id,stats_id,stats_global_id,fantasy_data_id,swish_id,cfbref_id,nfl_id,name,merge_name,name_last_first,position,team,birthdate,draft_year,xref_correction_status
1240,15884,00-0038094,8467,4260224,,StouJo00,,57649,2869949,,6b2416e4-510b-4ecb-b1eb-0037863fc315,,15826,,34086,0,,1068272,jordan-stout-2,54595,Jordan Stout,jordan stout,"Stout, Jordan",PN,BAL,1998-08-04,2022,original
1241,15885,00-0038043,8470,4917635,34091,WillJo03,23928,156083,2701697,,be77723f-3d5a-47aa-9949-433993879a6f,,16075,,34091,0,,1383037,,54600,Joshua Williams,joshua williams,"Williams, Joshua",CB,KCC,1999-10-17,2022,original
1242,15886,00-0037984,8361,4567480,34097,WillDa15,24292,100904,3123451,,0fbbe897-2980-4c6e-b8a4-59b43f81f605,,16160,,34097,0,,1165102,damarion-williams-1,54606,Damarion Williams,damarion williams,"Williams, Damarion",CB,FA,1998-07-15,2022,original
1243,15887,00-0038042,8466,4379396,,CamaJa00,,82636,2975612,,1b3085fa-1262-4166-a12e-785210ae4a72,,16253,,34089,0,,1131007,jake-camarda-1,54598,Jake Camarda,jake camarda,"Camarda, Jake",PN,FA,1999-04-20,2022,original
1244,15888,,8381,,,DuraDe01,24546,,2966583,,26ec1dc1-dece-43bd-b588-db61f046b88c,,16157,,34098,0,,1127589,,,Decobie Durant,cobie durant,"Durant, Decobie",CB,LAR,1998-02-09,2022,original
1245,15889,00-0037809,8210,4360635,34099,OkonCh00,23982,84000,2965208,1320,14e11f9b-58c8-437f-abc0-a4e4df9a7c47,,16042,,34099,0,,1106374,chigoziem-okonkwo-1,54608,Chigoziem Okonkwo,chigoziem okonkwo,"Okonkwo, Chigoziem",TE,TEN,1999-09-08,2022,original
1246,15890,00-0037259,8396,4371961,34102,McFaMi01,23872,81246,2963152,,7642bafd-0974-46f5-9516-fe0c46fedb97,,16186,,34102,0,,1126273,micah-mcfadden-1,54611,Micah McFadden,micah mcfadden,"McFadden, Micah",LB,NYG,2000-01-03,2022,original
1247,15891,00-0037260,8262,4242899,34103,DaviDJ00,23915,56523,2760837,,f2829cb9-5719-447c-848a-db04af5cee02,,15937,,34103,0,,974641,dj-davidson-1,54612,D.J. Davidson,dj davidson,"Davidson, D.J.",DT,NYG,1997-09-19,2022,original
1248,15892,00-0037262,8380,4360749,34106,BookTh00,23857,82168,2965893,,5605cc4e-a0ed-4525-9dc1-5d439544793a,,16124,,34106,0,,1123491,thomas-booker-1,54615,Thomas Booker,thomas booker,"Booker, Thomas",DE,LVR,1999-11-11,2022,original
1249,15893,00-0037264,8282,4360287,34108,TurnDe02,23894,77836,2962858,,f0677d8a-b387-42c7-b76c-a2b522e8c787,,16144,,34108,0,,1125593,delarrin-turner-yell-1,54617,Delarrin Turner-Yell,delarrin turner-yell,"Turner-Yell, Delarrin",S,FA,1999-12-16,2022,original
1250,15894,00-0037079,8374,4245185,34109,WoolTa00,23881,61790,2864940,,d31bfd09-b348-4b2b-ae39-7307f2c12ef8,,15906,,34109,0,,1063262,tariq-woolen-1,54618,Tariq Woolen,tariq woolen,"Woolen, Tariq",CB,SEA,1999-05-02,2022,original
1251,15895,00-0037268,8384,4250392,34113,McCoZy02,24498,66769,2867264,,76d1f310-5877-42d1-99b2-b9ab4b8d826b,,15943,,34113,0,,1057770,,54622,Zyon McCollum,zyon mccollum,"McCollum, Zyon",CB,TBB,1999-05-03,2022,original
1252,15896,00-0037080,8336,4361340,34114,SmitTy03,23762,83513,2965301,,a7bc7c40-dd11-4aaf-bfdb-664b245eb415,,15999,,34114,0,,1122597,tyreke-smith-1,54623,Tyreke Smith,tyreke smith,"Smith, Tyreke",DE,FA,2000-02-14,2022,original
1253,15897,00-0037269,8473,4050971,34115,JohnEr01,24555,33698,2262566,,9282c55b-7075-4ad1-b6a6-50b45f787382,,16182,,34115,0,,948378,,54624,Eric Johnson,eric johnson,"Johnson, Eric",DT,IND,1998-07-16,2022,original
1254,15898,00-0037270,8331,4367210,34116,OgboOt00,23900,82450,2962768,,a99f605d-e128-4d9f-96b7-1e7c6d222303,,16191,,34116,0,,1128107,otito-ogbonnia-1,54625,Otito Ogbonnia,otito ogbonnia,"Ogbonnia, Otito",DT,LAC,2000-08-25,2022,original
1255,15899,00-0037271,8367,4241007,34117,JackDM00,23806,57691,2780934,,64326335-69b6-4dff-9e02-42b8e2a5bd8d,,16215,,34117,0,,975345,dmarco-jackson-1,54626,D'Marco Jackson,dmarco jackson,"Jackson, D'Marco",LB,CHI,1998-07-20,2022,original
1256,15900,00-0037272,8475,4248822,34118,WashMo00,24554,64310,2866191,,90785e41-84ca-41b8-a7f8-47f20086275b,,16272,,34118,0,,1060650,,54627,Montrell Washington,montrell washington,"Washington, Montrell",WR,FA,1999-03-14,2022,original
1257,15901,00-0037273,8171,4367175,34119,PhilKy01,23896,84463,2966039,,d32dad06-4e96-4a95-8db4-3a63948dc685,,15830,,34119,0,,1128108,kyle-philips-4,54628,Kyle Philips,kyle philips,"Philips, Kyle",WR,FA,1999-06-17,2022,original
1258,15902,00-0037274,8342,4240759,34121,OtomEs00,23961,55221,2804402,,e1e303e9-062e-429c-a52b-23f88d9dc725,,16201,,34121,0,,976461,esezi-otomewo-1,54630,Esezi Otomewo,esezi otomewo,"Otomewo, Esezi",DT,PIT,1999-03-09,2022,original
1259,15903,00-0037752,8377,4257240,34122,AndeTy00,23912,55351,2869389,,662f5408-2213-40d8-92d7-0b8eede2d35f,,16141,,34122,0,,1067314,tycen-anderson-1,54631,Tycen Anderson,tycen anderson,"Anderson, Tycen",S,CIN,1999-06-13,2022,original
1260,15904,00-0037275,8476,4248911,34123,BlanDa00,24551,56158,2830003,,5c2a334e-5fe6-4434-ac23-6b252356c48b,,16273,,34123,0,,1054159,,54632,DaRon Bland,daron bland,"Bland, DaRon",CB,DAL,1999-07-12,2022,original
1261,15905,00-0037277,8227,4374045,34126,QuitTe00,24182,84036,2965963,,06cb6aff-c81e-4553-95ba-467187f408d4,,16034,,34126,0,,1128538,teagan-quitoriano-1,54635,Teagan Quitoriano,teagan quitoriano,"Quitoriano, Teagan",TE,ATL,2000-03-15,2022,original
1262,15906,00-0037830,8478,4280416,34128,WomaSa00,24553,65771,2890635,,75c1ed8d-4f05-43c1-b398-f212984b6b8b,,16274,,34128,0,,1085180,samuel-womack-1,54637,Samuel Womack,samuel womack,"Womack, Samuel",CB,TEN,1999-07-07,2022,original
1263,15907,00-0037082,8391,4244300,34130,RobiDo00,24052,61436,2816310,,0642a1f6-70cc-4540-8fb4-d45d85513b33,,16092,,34130,0,,1049508,dominique-robinson-1,54639,Dominique Robinson,dominique robinson,"Robinson, Dominique",DE,CHI,1998-07-02,2022,original
1264,15908,00-0037280,8332,4242457,34131,ButlMa02,24193,62931,2867407,,c63b9843-a11b-4b5f-8d7e-5a67bf55aa5c,,16125,,34131,0,,1059574,matthew-butler-1,54640,Matthew Butler,matthew butler,"Butler, Matthew",DT,MIA,1999-06-10,2022,original
1265,15909,00-0037282,8170,4361988,34133,MitcJa00,23174,77885,2963242,,f461da0c-f764-414c-9e0d-2f02e22a68d8,,16035,,34133,0,,1123712,james-mitchell-2,54642,James Mitchell,james mitchell,"Mitchell, James",TE,CAR,1999-08-11,2022,original
1266,15910,00-0037283,8306,4248047,34134,RidgJo00,23830,66694,2864961,,e79ac942-5ee3-467e-bb5a-534726a2bdaa,,16128,,34134,0,,1060885,john-ridgeway-1,54643,John Ridgeway,john ridgeway,"Ridgeway, John",DT,NOS,1999-05-07,2022,original
1267,15911,00-0037284,8486,4361496,,AraiMa00,,82642,2964214,,55c491d6-7721-45b4-968c-284448bf8c12,,16149,,34136,0,,1122030,matt-araiza-1,54645,Matt Araiza,matt araiza,"Araiza, Matt",PN,KCC,2000-05-16,2022,original
1268,15912,00-0037084,8483,4241302,34137,JohnKy02,24056,57890,2804123,,a26f0a44-350b-44fb-8051-a9415afefbc6,,15966,,34137,0,,976212,kyron-johnson-3,54646,Kyron Johnson,kyron johnson,"Johnson, Kyron",LB,TEN,1998-07-24,2022,original
1269,15913,00-0037288,8487,4379778,34141,BenfCh00,24565,79181,2968147,,7c1aa6c9-6548-4192-b8aa-3749cab84b84,,16275,,34141,0,,1129997,,54650,Christian Benford,christian benford,"Benford, Christian",CB,BUF,2000-09-21,2022,original
1270,15914,00-0037289,8334,4241411,34144,RodrMa00,23822,60731,2865270,,654b6b85-44e3-4a6e-a7ff-ebcdaa49fe51,,16052,,34144,0,,1062538,malcolm-rodriguez-1,54653,Malcolm Rodriguez,malcolm rodriguez,"Rodriguez, Malcolm",LB,DET,1999-03-29,2022,original
1271,15915,00-0037043,8327,4568439,34145,BarnAm00,23814,99780,3126157,,b93a02ec-8659-475e-aeac-99fa86c7832e,,16111,,34145,0,,1175584,amare-barno-1,54654,Amare Barno,amare barno,"Barno, Amare",DE,FA,1999-04-26,2022,original
1272,15916,00-0037292,8489,4722908,34148,OgleAn00,24561,138351,2672594,,59f460a8-b5af-40e6-840c-429762b278b3,,16277,,34148,0,,1271740,,54657,Andrew Ogletree,andrew ogletree,"Ogletree, Andrew",TE,IND,1998-07-28,2022,original
1273,15917,00-0037293,8498,4038436,34149,HarpDe00,24557,42494,2250387,,04b3ee50-da8c-4917-a6fd-9d11d6d81887,,16276,,34149,0,,923108,devin-harper-1,54658,Devin Harper,devin harper,"Harper, Devin",LB,PIT,1998-05-13,2022,original
1274,15918,00-0037294,8370,4261090,34150,JackJo06,24566,56957,2876838,,bf53f47f-0ee5-4391-9087-bfcae6014bde,,15905,,34150,0,,1073375,jordan-jackson-5,54659,Jordan Jackson,jordan jackson,"Jackson, Jordan",DT,DEN,1998-01-30,2022,original
1275,15919,00-0037296,8503,4400960,34153,JuniGr00,24560,156090,2701487,,3856a727-3196-47b2-a01d-4ecdb9cf20d0,,16072,,34153,0,,1384862,,54662,Gregory Junior,gregory junior,"Junior, Gregory",CB,HOU,1999-06-21,2022,original
1276,15920,00-0037298,8492,4077786,34156,RobeSa00,24558,156069,2886015,,231a38f6-18a4-4875-9b86-bdb26d2d26c4,,16278,,34156,0,,1384863,,54665,Sam Roberts,sam roberts,"Roberts, Sam",DT,ATL,1998-04-14,2022,original
1277,15921,00-0037301,8496,4242436,34164,JackTh00,24001,62919,2865629,,8dd6946e-a36c-4b5e-9182-2fb1726ab554,,16279,,34164,0,,1059596,theo-jackson-1,54669,Theo Jackson,theo jackson,"Jackson, Theo",S,MIN,1998-10-02,2022,original
1278,15922,00-0037303,8495,4242358,34161,HennMa01,24010,56484,2866162,,38d9a47a-c3e3-4355-9995-c12782832728,,15915,,34161,0,,1065368,matt-henningsen-1,54671,Matt Henningsen,matt henningsen,"Henningsen, Matt",DT,DEN,1999-07-09,2022,original
1279,15923,00-0037841,8330,4249128,34167,LakeQu00,24302,56245,2874690,,c2c112f0-13bd-44a8-a447-f3429c4f3e65,,16146,,34167,0,,1071269,quentin-lake-1,54676,Quentin Lake,quentin lake,"Lake, Quentin",S,LAR,1999-01-29,2022,original
1280,15924,00-0037842,8271,4360307,34168,KendDe00,22695,78022,2963289,,874ab5e6-c943-4620-8c73-b11e6592bc69,,16153,,34168,0,,1110709,derion-kendrick-1,54677,Derion Kendrick,derion kendrick,"Kendrick, Derion",CB,SEA,2000-08-24,2022,original
1281,15925,00-0037306,8500,4379401,34169,FitzJo00,24181,83974,2975736,,b221f4da-3c7c-4f51-b3f0-d2c68d5d9369,,16170,,34169,0,,1131017,john-fitzpatrick-2,54678,John FitzPatrick,john fitzpatrick,"FitzPatrick, John",TE,GBP,2000-03-09,2022,original
1282,15926,00-0037307,8481,4240434,34170,TaylJa04,24110,55426,2806065,,e446d2e4-2ef3-42f9-88a8-ac17dd745c2d,,16181,,34170,0,,977642,jasir-taylor-1,54679,Ja'Sir Taylor,jasir taylor,"Taylor, Ja'Sir",CB,LAC,1999-01-08,2022,original
1283,15927,00-0037309,8490,4037474,34172,BrooCu00,24567,44559,2240547,,d4e32119-678d-4e34-9075-9e1dde886d1a,,16280,,34172,0,,911022,curtis-brooks-1,54681,Curtis Brooks,curtis brooks,"Brooks, Curtis",DT,TEN,1998-02-06,2022,original
1284,15928,00-0037310,8494,4240608,34173,HousJa01,24564,57810,2767485,,6f9be289-1bfa-46b8-b246-57adb586c641,,16281,,34173,0,,974827,,54682,James Houston,james houston,"Houston, James",DE,DAL,1998-11-16,2022,original
1285,15929,00-0037311,8484,4034779,34174,KiefKo00,24568,41372,2239763,,f96b8338-4ffb-4612-8c29-58dc3b12db69,,16282,,34174,0,,911239,ko-kieft-1,54683,Ko Kieft,ko kieft,"Kieft, Ko",TE,TBB,1998-01-20,2022,original
1286,15930,00-0037312,8369,4372051,34175,CampCh02,24288,81295,2961147,,abcd55e3-48da-4d45-8252-2131153e2906,,16260,,34175,0,,1126297,chance-campbell-1,54684,Chance Campbell,chance campbell,"Campbell, Chance",LB,FA,1999-10-08,2022,original
1287,15931,00-0037832,8375,4243541,34176,DaviKa01,23906,55389,2804814,,d6b2b573-e7da-42ad-950a-cb0f21710e0d,,16185,,34176,0,,976760,kalia-davis-1,54685,Kalia Davis,kalia davis,"Davis, Kalia",DT,SFO,1998-10-02,2022,original
1288,15932,00-0037833,8321,4259590,34177,CastTa00,23188,55689,2868975,,2eb34969-3de2-454f-a822-bf1908dabcaa,,15959,,34177,0,,1067088,tariq-castro-fields-1,54686,Tariq Castro-Fields,tariq castro-fields,"Castro-Fields, Tariq",CB,FA,1999-01-14,2022,original
1289,15933,00-0037313,8305,4242149,34178,BrowMo00,23932,55797,2866124,,ce4e14db-c509-4a67-9898-ecf64b5ef795,,16154,,34178,0,,1060716,montaric-brown-1,54687,Montaric Brown,montaric brown,"Brown, Montaric",CB,JAC,1999-08-24,2022,original
1290,15934,00-0037314,8281,4241404,34179,ThomIs01,23752,56798,2865742,,9516c4dd-3c2a-4e5d-8b0c-415b5ecf5a2d,,16095,,34179,0,,1062040,isaiah-thomas-1,54688,Isaiah Thomas,isaiah thomas,"Thomas, Isaiah",DE,CIN,1998-12-03,2022,original
1291,15935,00-0037315,8526,4035857,34180,GoodCa00,23964,38410,2250821,,505c57f9-9912-467f-8572-4266536ef680,,16283,,34180,0,,923352,cameron-goode-1,54689,Cameron Goode,cameron goode,"Goode, Cameron",LB,MIA,1998-04-15,2022,original
1292,15936,00-0037316,8525,4249342,34181,RobiMa03,24571,55265,2836467,,2f31b19a-2e9c-4bb8-ae27-4cf0e61fbec5,,16284,,34181,0,,1056231,mark-robinson-4,54690,Mark Robinson,mark robinson,"Robinson, Mark",LB,NYJ,1999-08-14,2022,original
1293,15937,00-0037317,8523,4249624,34183,MuseNi00,24239,61079,2818056,,6b5dd4bc-9959-4e0f-94f6-74e2577a022a,,16286,,34183,0,,1049792,nick-muse-1,54692,Nick Muse,nick muse,"Muse, Nick",TE,FA,1998-11-25,2022,original
1294,15938,00-0037090,8405,4240486,34184,CarpTa00,24579,62987,2804051,,9696758c-efb4-4e6e-804b-a94a3309d577,,16285,,34184,0,,976274,tariq-carpenter-1,54693,Tariq Carpenter,tariq carpenter,"Carpenter, Tariq",LB,FA,1998-12-28,2022,original
1295,15939,00-0037318,8299,4239997,34187,SpecBa00,23996,57782,2747818,,bde43579-bb08-4711-8f59-3a7d52e525fd,,15954,,34187,0,,974192,baylon-spector-1,54696,Baylon Spector,baylon spector,"Spector, Baylon",LB,FA,1998-10-20,2022,original
1296,15940,00-0037319,8521,4242333,34188,HickFa00,24576,55748,2804447,,802f0638-40c7-4e72-872e-fd3a12b479c5,,16171,,34188,0,,976565,falon-hicks-1,54697,Faion Hicks,faion hicks,"Hicks, Faion",CB,FA,1997-09-17,2022,original
1297,15941,00-0037093,8527,4401805,34189,YounDa02,24570,111900,2701706,,2da144c9-7845-4199-bcc1-48405c14d436,,15922,,34189,0,,1384869,,54698,Dareke Young,dareke young,"Young, Dareke",WR,SEA,1999-06-04,2022,original
1298,15942,00-0037094,8344,4259762,34190,FordJo00,24030,56705,2875744,,fcb29e07-4978-4271-8ce0-53f4fcbd9517,,15824,,34190,0,,1071989,jonathan-ford-1,54699,Jonathan Ford,jonathan ford,"Ford, Jonathan",DT,CHI,1998-09-29,2022,original
1299,15943,00-0037843,8520,4365629,34191,HardDa01,24580,91336,2962984,,a4ff5690-ba65-4edf-b97b-b001667e1bc5,,16287,,34191,0,,1120587,,54700,Daniel Hardy,daniel hardy,"Hardy, Daniel",DE,CHI,1998-12-15,2022,original
1300,15944,00-0037320,8519,4690171,,LeonDe00,24578,124140,3171927,,8df3606f-0c82-41e1-818f-1761b7bee65a,,16288,,34192,0,,1232887,deane-leonard-1,54701,Deane Leonard,deane leonard,"Leonard, Deane",CB,LAC,1999-11-20,2022,original
1301,15945,00-0037321,8264,4047846,34193,LucaCh01,23956,42833,2221809,,5dda70c3-9fba-4e08-b855-b7c175d9d281,,15939,,34193,0,,910435,chase-lucas-1,54702,Chase Lucas,chase lucas,"Lucas, Chase",CB,SFO,1997-03-04,2022,original
1302,15946,00-0037323,8517,4248455,34195,ThomRo07,24583,108389,2867042,,f3bceab4-444c-44aa-ba89-3df6bbc78eba,,16290,,34195,0,,1057927,,54704,Rodney Thomas II,rodney thomas,"Thomas II, Rodney",S,IND,1998-06-26,2022,original
1303,15947,00-0037095,8516,4035105,34196,HolmCh00,24072,43393,2245114,,22effc00-f043-4e99-926b-88b3d67aced2,,16289,,34196,0,,920074,christian-holmes-2,54705,Christian Holmes,christian holmes,"Holmes, Christian",CB,FA,1997-11-14,2022,original
1304,15948,00-0037324,8413,4044111,34197,OladCh00,24575,40364,2261701,,7078cdfc-032b-4f85-8b4b-720f926ba1cb,,16291,,34197,0,,947634,,54706,Chris Oladokun,chris oladokun,"Oladokun, Chris",QB,FA,1997-09-03,2022,original
1305,15949,00-0037325,8312,4373017,,BarnKa00,,78089,2965797,,522c6e7e-60bc-4e3b-9d06-01d295f1f3c1,,16115,,34198,0,,1129433,kalon-barnes-1,54707,Kalon Barnes,kalon barnes,"Barnes, Kalon",CB,PIT,1998-12-16,2022,original
1306,15950,00-0037195,8373,4697639,34199,WatsJa02,24291,131960,3176898,,938beb66-29b3-4bf5-ac8e-1b36d21fdcde,,16074,,34199,0,,1248062,jaylen-watson-2,54708,Jaylen Watson,jaylen watson,"Watson, Jaylen",CB,KCC,1998-09-17,2022,original
1307,15951,00-0037747,8515,4911023,,MattCh01,,156140,2886019,,bebab09a-3382-4d72-ad98-2240be282794,,16292,,34200,0,,1384871,,54709,Christian Matthew,christian matthew,"Matthew, Christian",CB,FA,1996-10-26,2022,original
1308,15952,00-0037328,8512,4035453,34204,AnthAn00,23972,44501,2223242,,0748e4da-adfd-4072-8122-02d22409d00e,,16293,,34204,0,,910816,andre-anthony-1,54713,Andre Anthony,andre anthony,"Anthony, Andre",LB,FA,1996-11-21,2022,original
1309,15953,00-0037329,8423,4036032,34206,BrowBr06,24572,40399,2249805,,387c8819-5892-4528-ac33-0ec72b24cc2f,,16294,,34206,0,,922451,brittain-brown-1,54715,Brittain Brown,brittain brown,"Brown, Brittain",RB,FA,1997-10-10,2022,original
1310,15954,00-0037760,8402,4241089,34208,GuntJe01,24008,54402,2805859,,bbcc69eb-b974-4012-9aab-b27128aef84a,,16118,,34208,0,,977504,jeffrey-gunter-1,54717,Jeff Gunter,jeff gunter,"Gunter, Jeff",DE,FA,1999-06-01,2022,original
1311,15955,00-0037844,8510,4240071,34209,YeasRu00,23974,55629,2865553,,76ba8d1b-2bf2-4fa0-82aa-29a2a488cbae,,16295,,34209,0,,1062390,russ-yeast-1,54718,Russ Yeast,russ yeast,"Yeast, Russ",S,FA,1999-05-08,2022,original
1312,15956,00-0037096,8509,4242402,34210,HickEl00,24577,55584,2770161,,85ad179c-3812-4070-a6eb-28f33b9b2d0d,,16296,,34210,0,,974912,elijah-hicks-1,54719,Elijah Hicks,elijah hicks,"Hicks, Elijah",S,CHI,1999-10-16,2022,original
1313,15957,00-0037097,8508,4240128,,GillTr01,,60295,2866587,,4ea4f151-31d5-4165-a32f-10678f783168,,16262,,34211,0,,1057570,trenton-gill-1,54720,Trenton Gill,trenton gill,"Gill, Trenton",PN,FA,1999-03-05,2022,original
1314,15958,00-0037330,8322,4361419,34212,LukeJe00,24285,81361,2964046,,0def3077-a774-45d7-aa2d-2a6d42f5a54b,,15960,,34212,0,,1107591,jesse-luketa-1,54721,Jesse Luketa,jesse luketa,"Luketa, Jesse",DE,FA,1999-01-15,2022,original
1315,15959,00-0037198,8506,4043625,34215,JohnNa01,24582,42553,2263020,,f30d7fdd-9d14-4cee-aae7-6ad6ee02935b,,16297,,34215,0,,948988,nazeeh-johnson-1,54724,Nazeeh Johnson,nazeeh johnson,"Johnson, Nazeeh",CB,KCC,1998-07-17,2022,original
1316,15960,00-0037331,8428,4260406,34216,HorvZa00,23933,57384,2871345,,754eb3a7-d14a-4e54-ba31-c1f80e02ae08,,16298,,34216,0,,1069366,alexander-horvath-1,54725,Zander Horvath,zander horvath,"Horvath, Zander",RB,FA,1998-12-10,2022,original
1317,15962,,8429,,34405,,20076,,2819874,,23377490-cd99-11ec-b94f-57e6927758e6,,16402,,34405,0,,1050831,,,Levi Lewis,levi lewis,"Lewis, Levi",QB,FA,1998-05-09,2022,original
1318,15963,00-0037165,8224,,34275,,24416,,2247069,,799d4b00-ca62-11ec-bdda-4fe5bed84950,,15972,,34275,0,,920904,,,Cole Kelley,cole kelley,"Kelley, Cole",QB,FA,1997-10-27,2022,original
1319,15964,,8260,,34345,,23938,,2962313,,009212d0-ccb6-11ec-80d8-09832b512ffb,,16246,,34345,0,,1125621,,,Gabe Brkic,gabe brkic,"Brkic, Gabe",PK,FA,2000-02-16,2022,original
1320,15965,00-0037594,8254,4367567,34451,ChesJu00,24689,109239,2967664,1325,873860f0-cca2-11ec-9e80-cff885fdbae7,,15921,,34451,0,,1125846,,55182,Julius Chestnut,julius chestnut,"Chestnut, Julius",RB,TEN,2000-10-26,2022,original
1321,15966,00-0037226,8233,4360406,34445,,23899,,2966697,,406ca1d0-ca23-11ec-9f1c-b7114d38a85b,,16018,,34445,0,,1121052,,,Mataeo Durant,mataeo durant,"Durant, Mataeo",RB,FA,1999-12-04,2022,original
1322,15967,,8812,4569390,34575,,24867,,3127678,,f68c76d0-d314-11ec-8b77-45b1765fd110,,15856,,34575,0,,1178301,,,Jonathan Garibay,jonathan garibay,"Garibay, Jonathan",PK,FA,1999-12-31,2022,original
1323,15968,00-0037233,8247,,34252,,24237,,2969148,,2760d080-cbb8-11ec-88c8-199e5defa0d2,,15888,,34252,0,,1130844,,,Gerrit Prince,gerrit prince,"Prince, Gerrit",TE,FA,1997-08-25,2022,original
1324,15969,00-0037178,8301,,,,,,2961756,,9ac0d100-c97f-11ec-a1a0-57a82b503f37,,16217,,34395,0,,1120850,,,Zakoby McClain,zakoby mcclain,"McClain, Zakoby",LB,FA,2000-03-07,2022,original
1325,15970,00-0037539,8249,4360231,34654,KrulLu00,24240,83962,2961761,,767b4820-cc9f-11ec-952e-a10f2c98fc4d,,16259,,34654,0,,1122323,,55127,Lucas Krull,lucas krull,"Krull, Lucas",TE,DEN,1998-07-11,2022,original
1326,15971,00-0037486,8236,,34516,,23844,,3123544,,50ff9b30-d3db-11ec-8afa-57d9afd0ecba,,15813,,34516,0,,1171061,,,Jerreth Sterns,jerreth sterns,"Sterns, Jerreth",WR,FA,1999-07-01,2022,original
1327,15972,00-0037525,8408,4360569,34320,MasoJo00,22969,62946,2967536,1330,af9f7390-ca80-11ec-97ae-e1573849d1a6,,16163,,34320,0,,1116001,,55113,Jordan Mason,jordan mason,"Mason, Jordan",RB,MIN,1999-05-24,2022,original
1328,15973,00-0037429,8255,4259308,34617,BlacRa00,20100,57385,2870476,,f64a23e0-d457-11ec-9026-65785f74dc2a,,16355,,34617,0,,1068724,,55014,Raheem Blackshear,raheem blackshear,"Blackshear, Raheem",RB,TEN,1998-06-05,2022,original
1329,15974,,8775,4247574,34249,,24663,,2820471,,9681deb0-cbb7-11ec-88c8-199e5defa0d2,,16349,,34249,0,,1051214,,,Andrew Mevis,andrew mevis,"Mevis, Andrew",PK,FA,1998-10-12,2022,original
1330,15975,00-0037109,8363,4372576,34370,SanbJa00,23841,82566,2961892,,506e9f50-ce08-11ec-9598-03840dd5f387,,15914,,34370,0,,1126346,,54781,Jack Sanborn,jack sanborn,"Sanborn, Jack",LB,DAL,2000-07-29,2022,original
1331,15976,00-0037495,8246,,34234,,24211,,2803780,,7b816ca0-c957-11ec-b1d2-d334745b4f4f,,16240,,34234,0,,976149,,,Bryant Koback,bryant koback,"Koback, Bryant",RB,FA,1998-04-06,2022,original
1332,15977,00-0037487,8253,4374187,34520,ThomDe07,24134,84480,2969006,,4c6f79d0-d3dd-11ec-8afa-57d9afd0ecba,,16333,,34520,0,,1130833,,55075,Deven Thompkins,deven thompkins,"Thompkins, Deven",WR,ATL,1999-12-23,2022,original
1333,15978,,8345,,,,,,2868202,,c99ed4d0-cd9a-11ec-b94f-57e6927758e6,,16143,,34390,0,,1066350,,,Bubba Bolden,bubba bolden,"Bolden, Bubba",S,CLE,1999-05-28,2022,original
1334,15979,00-0037224,8259,4362081,34344,DickCa00,23901,77069,2961997,,ac5dd0b0-d060-11ec-b677-29e0f2526162,,16226,,34344,0,,1125872,,54900,Cameron Dicker,cameron dicker,"Dicker, Cameron",PK,LAC,2000-05-06,2022,original
1335,15980,00-0037071,8650,,34255,,24664,,2828807,,cad65d70-cbb8-11ec-88c8-199e5defa0d2,,16352,,34255,0,,1053065,,,Lujuan Winningham,lujuan winningham,"Winningham, Lujuan",WR,FA,1999-04-01,2022,original
1336,15981,00-0037801,8917,3676833,34709,TurpKa00,18520,47658,2180870,1336,2dfd63d0-0e8a-11ed-a8f4-191ad3c6932a,,13894,,34709,0,,865958,,53117,KaVontae Turpin,kavontae turpin,"Turpin, KaVontae",WR,DAL,1996-08-02,2022,original
1337,15982,00-0037503,8263,4360466,34536,ButlDa00,23875,81174,2962500,,a0de0720-d3a6-11ec-96a0-c3471a31202c,,15938,,34536,0,,1107038,,55091,Darien Butler,darien butler,"Butler, Darien",LB,LVR,2000-03-01,2022,original
1338,15983,00-0037570,8801,4572786,34592,HousDe01,24857,61295,2866062,,2fb00370-d30e-11ec-8b77-45b1765fd110,,16356,,34592,0,,1058076,,55158,Dennis Houston,dennis houston,"Houston, Dennis",WR,FA,1999-04-24,2022,original
1339,15984,00-0037156,8861,3929636,34356,CharIr00,24904,28304,2185963,,f8578e10-d3bd-11ec-96a0-c3471a31202c,,16430,,34356,0,,883312,,54834,Irvin Charles,irvin charles,"Charles, Irvin",WR,FA,1997-04-13,2022,original
1340,15985,00-0037561,8399,4241921,,BellMa01,24864,56033,2804276,,546a44e0-d314-11ec-8b77-45b1765fd110,,16142,,34624,0,,976407,,55149,Markquese Bell,markquese bell,"Bell, Markquese",S,DAL,1999-01-06,2022,original
1341,15987,00-0037382,8756,4035198,34571,JohnBr23,24233,40666,2247509,,d90f8660-d251-11ec-b16e-cf7159baf83d,,16473,,34571,0,,921460,,54967,Brandon Johnson,brandon johnson,"Johnson, Brandon",WR,FA,1998-07-26,2022,original
1342,15988,00-0037174,8731,,34387,,24793,,28866847,,51305d20-d083-11ec-8cbe-f58fdd592020,,16437,,34387,0,,1142646,,,Shemar Bridges,shemar bridges,"Bridges, Shemar",WR,FA,1997-12-26,2022,original
